gene_name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,neg_log10_padj
SYTL2,7.4723133881790345,-0.2685398960155083,0.16649071248458683,-1.6129421996459345,0.106757065886216,0.18603372749788513,0.73040831202754
MYBBP1A,13.36263412582338,0.16452425148756758,0.10201400370869851,1.6127614396682968,0.1067963465826877,0.18608189842619335,0.7302958718771575
BRK1,92.65715152487944,-0.11872205209952037,0.07362431541791181,-1.6125386215901831,0.10684478262610768,0.1861460093910941,0.7301462697759906
DONSON,24.23962062697749,-0.13576416886730194,0.08421390625299657,-1.6121347994408117,0.10693260957432839,0.18627872612414326,0.7298367406724546
LFNG,24.493598577081695,0.2582695457266372,0.1602188108302637,1.6119801687970876,0.10696625520873548,0.18631703930149024,0.729747425639335
PCDH20,0.6786034062184969,-0.5587446897032478,0.34667252309927676,-1.6117363000333307,0.10701933495315946,0.18638919136270773,0.7295792758212849
CRB3,17.158507889123744,0.21826864220630496,0.13546546338563648,1.6112493675598216,0.10712538165089963,0.18655356704398662,0.7291964425078502
CCNL1,11.933261942803943,0.168061447006049,0.1043092152918211,1.611185038022491,0.10713939789715482,0.1865576578869112,0.7291869191786666
CHERP,19.247690668014787,0.14012137991428705,0.08699072944026029,1.6107622135817763,0.1072315598795286,0.18669780514739356,0.7288607876640905
KHDRBS1,44.99011202889091,0.0661300572016338,0.041069174642152304,1.6102114975001147,0.10735169223648863,0.18686627028755207,0.7284690825161129
PBLD,7.77336195640007,-0.35609227103842644,0.22114250046061706,-1.6102389649059898,0.10734569801415672,0.18686627028755207,0.7284690825161129
PIK3C2B,9.963150201313653,-0.14292549622931516,0.08878726752839614,-1.6097521661380607,0.10745197158566892,0.18700011162982652,0.7281581342110774
QRSL1,4.691111838641677,0.19252896143859594,0.11959795613025802,1.6098014353097005,0.10744121179029582,0.18700011162982652,0.7281581342110774
FAM149B1,6.3066636638350095,0.16846109427314646,0.10465726111944804,1.6096455465319073,0.10747525894886921,0.18702028409972996,0.728111287608732
SMAD5,10.04324067642625,-0.13548331346844267,0.08417899065134186,-1.6094670703477125,0.1075142498402646,0.18706777529334395,0.7280010185802588
SLC38A9,3.51302308499511,0.2168920600193913,0.13479876051305262,1.6090063379951445,0.10761495575867285,0.18722262458722433,0.7276416708774207
OSBPL8,10.568801216739015,-0.15577451021749605,0.0968287276230298,-1.6087633705562248,0.10766809315019621,0.18729469206610502,0.7274745303613637
EIF4ENIF1,6.121044406057484,-0.1547345921609858,0.09618911741558958,-1.6086496717965275,0.10769296639710954,0.18731758214835,0.7274214566256324
ARL8A,27.341578473310065,0.1358362020665059,0.0844567730813512,1.6083517888572956,0.1077581541714643,0.18741058137934677,0.7272058920772294
ZNF205,7.05351687247405,0.1741499191019626,0.1082852875192579,1.60825097380834,0.10778022329752836,0.18742857754513087,0.7271641908018137
SERP2,2.117470805074651,-0.3370525301919303,0.20962076358217385,-1.6079157638398816,0.10785362885893544,0.18752584152091992,0.7269388769675305
CCDC120,5.460053537639587,0.19033560122117962,0.11837612255882464,1.607888458473508,0.10785961003551597,0.18752584152091992,0.7269388769675305
FU270182,67.67981875756718,-0.24750280923318685,0.1539406222406808,-1.607781010825231,0.10788314874121618,0.18754637403479527,0.7268913279510224
LOC100233156,1.215662777454949,-0.36300884309168324,0.22579816904071526,-1.6076695600938489,0.1079075687047077,0.1875684339154556,0.7268402476723972
UGDH,21.598379383148714,0.17211953497781007,0.10708163598254605,1.6073674388563226,0.107973788482458,0.18764274294473465,0.7266682272008139
PARD6A,4.347573919624485,0.27043409239907246,0.16824284575708803,1.6074032223012318,0.10796594368788034,0.18764274294473465,0.7266682272008139
C3orf23,5.157542303869008,-0.16851324327947548,0.10485203569477324,-1.6071528050253743,0.10802085206770158,0.1877041322063191,0.7265261665121177
CLIP2,17.421489668805943,0.19073262550134737,0.11871560505657205,1.6066348262341477,0.10813449815198474,0.18788119368143388,0.7261166892402627
HMGN5,4.416532782505957,-0.3110683601615706,0.19364559963532996,-1.6063796995509794,0.1081905084785851,0.18795808676364362,0.7259389843355141
SOGA2,3.865311943108345,-0.30060046644585026,0.18715098527958696,-1.6061922730290725,0.10823167058970547,0.18800917031280723,0.725820967123979
DTWD2,2.487534846352738,-0.24018704099254592,0.14955297779694965,-1.6060331564821901,0.10826662506663494,0.18804946065777675,0.7257279078341762
ATF7IP2,3.0451685337649512,0.2739997790579133,0.17062330182407096,1.605875493726135,0.10830126898861131,0.18808920290299716,0.7256361340308745
ZNF280B,0.6048445268254631,0.5505443980828323,0.3428530028810099,1.6057738840161289,0.10832360077995097,0.18810755608942398,0.7255937589311092
LHPP,13.088954171151283,-0.2259864591010971,0.14076047605929565,-1.6054681358558338,0.10839082011951476,0.18820384555446204,0.7253715069129061
FU270198,64.32038419576419,-0.23946479596127399,0.1491770544749548,-1.605238800324198,0.10844126165270232,0.1882709852146265,0.7252166047422837
L3MBTL1,0.7681179067750801,0.4940232243870735,0.30780327350439396,1.604996655047014,0.10849454080183217,0.1883321297535469,0.7250755823501178
RAP2A,11.236224107706791,0.18572353881130507,0.11571764199832979,1.6049716845594357,0.10850003622824729,0.1883321297535469,0.7250755823501178
TNFSF10,25.965751731830387,-0.22001447337823046,0.13710437613872822,-1.6047224718459034,0.10855489424765666,0.18839417709511552,0.7249325245502573
C9orf37,5.086329979850574,0.18520545013419049,0.1154142147036954,1.6047022510153637,0.10855934632610346,0.18839417709511552,0.7249325245502573
RORC,5.4635562474131465,0.41001350633945716,0.255527573826122,1.6045763680222538,0.10858706559615247,0.18842183167471274,0.7248687786845803
FKBP8,123.94013907146729,-0.18547751550845856,0.11560417925476742,-1.6044187736474902,0.10862177556405839,0.18844116212100398,0.7248242261214336
MTX3,1.9719998011931508,-0.26695743000008443,0.16638573620605307,-1.604449011599665,0.1086151150116891,0.18844116212100398,0.7248242261214336
TBCEL,2.891717130178313,-0.22639818025145877,0.14113860118537636,-1.6040840588613992,0.108695525205678,0.18854864916888603,0.7245765746908739
LSM3,73.01890701178317,0.13554643691034937,0.08450631130245646,1.6039800438716967,0.10871845149500539,0.18856796175345875,0.7245320932298316
CDV3,34.96384848445849,-0.09871695883968648,0.06157369852043564,-1.6032325686416806,0.10888331753392722,0.18883343246935969,0.7239211125190924
SLC9A1,23.56402002242805,-0.23233160594645036,0.14495547266090147,-1.6027791271458263,0.10898342667904952,0.18898655163192732,0.723569099318014
MYH14,57.572286343199075,0.2388295460920353,0.14902615224434393,1.6026015735845431,0.10902264612864677,0.1890036220748758,0.7235298729058113
ZNF407,1.7200598849835902,-0.28474783918379826,0.1776729746254333,-1.60265138681951,0.10901164185686621,0.1890036220748758,0.7235298729058113
ZFHX2,0.6684759509306287,-0.453112360905417,0.2827403616336545,-1.6025740304191616,0.10902873108309284,0.1890036220748758,0.7235298729058113
MYC,53.020133515192526,0.23655561815134324,0.14761504712601736,1.6025169707082658,0.10904133781419763,0.18900498554460923,0.7235267399222255
TREML2,0.8497496629896374,0.8705544759136291,0.5433747280243344,1.6021254412749253,0.10912787314051793,0.18913447772782155,0.7232292954696928
GPKOW,7.885752070541959,0.144794228059558,0.09042438826716427,1.6012740681391704,0.10931622996046586,0.1894403941766391,0.7225274113013405
ACE2,4.309305064294545,0.6125846953717704,0.38267073461560325,1.6008140679665985,0.10941810678407464,0.1895963943950318,0.7221699260128842
LPP-AS2,1.4768199159319162,-0.3090231847630979,0.19306350642569683,-1.6006297123896367,0.10945895731184643,0.18964662774042956,0.722054875432818
AGXT2L2,16.64148954381978,-0.18136869442700074,0.11333527631445424,-1.6002845744495693,0.10953546729909255,0.1897586264477237,0.7217984719094926
NKX6-1,0.5014635791760141,1.2225333591167982,0.7639939804491193,1.6001871616817231,0.10955706935562567,0.18977548900405747,0.7217598808323104
PRRX2,7.444990611560987,0.33963141988635,0.2122596955390848,1.6000749413296476,0.10958195928614495,0.1897980425677489,0.7217082708676776
CCDC6,22.478559088298965,0.17373880941338335,0.10859637681472097,1.5998582504258272,0.10963003292740704,0.1898607415259654,0.7215648272653542
SLFN12,1.707838443247233,-0.29096153853807744,0.18195562814297953,-1.5990796300592682,0.10980291018241897,0.190139542323682,0.7209275557954606
ALMS1,2.702354827861444,0.24409134362789128,0.15269141597172814,1.5985924426366342,0.10991119004846461,0.1903064351786626,0.7205465258730925
MBTPS1,23.84042450487705,-0.09941769540846639,0.06224340819487884,-1.5972405479018437,0.11021209745483897,0.19080678197302675,0.7194061929384403
C9orf9,2.703217045669481,-0.27033733784854286,0.16926684890037544,-1.597107405287931,0.1102417677722276,0.19083748691977043,0.7193363111660486
GUSBP4,1.868788123044842,0.2964179128013561,0.18562631196001209,1.5968528904739048,0.11029850297611003,0.19091503167222335,0.7191598761359498
C7orf59,73.55891722851197,0.1819308026644672,0.1139446513187913,1.5966594356014663,0.11034164242196345,0.1909690293675934,0.7190370592724905
ZFYVE27,8.555718472418379,0.15499342763814764,0.09708193912964708,1.5965217529407119,0.11037235306775939,0.19100150709453168,0.7189632059446465
SNAP23,21.957361851666036,-0.1228822349415139,0.0769772993970308,-1.5963438040053373,0.1104120552625484,0.19104953615930623,0.7188540123785995
MST1R,12.134462146124068,0.2627581504307772,0.16463202057829485,1.596033077330883,0.11048140855004092,0.1911488555199258,0.7186282979215362
ZNF503-AS1,1.421307745619188,0.564032026871082,0.35350409349135004,1.5955459562022962,0.11059020181046689,0.19131638287886676,0.7182478387064006
TSPAN15,55.98104883755334,0.19261325589037462,0.12072723218101308,1.595441661427132,0.11061350591878094,0.19133599736491858,0.718203315460212
C19orf66,11.1477724030577,-0.15923668174477099,0.09982263844725725,-1.595196081988015,0.11066839464497888,0.19141023584350594,0.7180348416297607
ALDH7A1,6.309462293809532,-0.17406468459319646,0.10916326781068524,-1.5945353055486169,0.11081618961147723,0.191625614721406,0.7175464389493815
TOR4A,23.543868256835065,0.24993628965813683,0.15674584240421444,1.594532179128579,0.11081688926384248,0.191625614721406,0.7175464389493815
AK094916,3.051774179747816,0.22877757902617413,0.1434970555829529,1.5943015562010763,0.11086850931086065,0.1916941461808674,0.7173911490946246
RINL,3.016261666480923,0.2671465518892431,0.16760721738467463,1.5938845358676657,0.11096189866156707,0.19183487507822006,0.7170724363875294
MIR4750,9.965158238936878,0.2272900269557929,0.142644745958271,1.5933992200615916,0.11107066058127175,0.19200214731832815,0.7166939141960027
CD70,1.6181200228924657,-0.6072946386212614,0.381207605370535,-1.5930811192262786,0.11114199435923428,0.19210469028258093,0.7164620316038098
RXRA,5.896823545771197,-0.1790352039972974,0.11239983921594433,-1.592842171716386,0.1111956018683106,0.19217657521339024,0.7162995504633028
PLEKHH2,1.7260783781032265,-0.3039813651219177,0.19087522688893063,-1.5925658351610132,0.11125762299979279,0.19226298408804568,0.7161043213451004
TRIM44,21.081176075230825,0.1501136115270269,0.09427791083774156,1.5922458420337955,0.11132947654798442,0.1923347298704263,0.715942288152399
FANCC,2.523080645111804,0.2511767844096725,0.15775784345971874,1.592166696128849,0.11134725418452383,0.1923347298704263,0.715942288152399
DQ574672,1.198579449329799,0.3994860312088803,0.2509051636523827,1.592179393176417,0.11134440204153746,0.1923347298704263,0.715942288152399
CDK2AP1,74.77129563533879,0.13899997928382088,0.08729932101952677,1.5922229137696262,0.11133462643040265,0.1923347298704263,0.715942288152399
EXOC5,6.081136452625992,-0.15593295435615523,0.09794586414187115,-1.5920320446638956,0.11137750454632633,0.1923662019546077,0.7158712295643179
FAM3A,14.150798014741962,0.18563280587700462,0.11661360683446992,1.5918623127788658,0.11141564520173991,0.19241129352800748,0.7157694407547986
KLHL7,5.447933817181085,0.17434392077924718,0.10953517460211108,1.5916706337718023,0.11145873001315834,0.19246491284129608,0.7156484326402415
ZBED4,6.517304020251436,0.16043638182577877,0.10081194253483014,1.5914422219406061,0.11151008864374203,0.19253280611310172,0.7154952594022842
PTOV1,38.20966306983376,0.14892541308259463,0.09358873252555318,1.5912750292021798,0.11154769393557731,0.1925593006468782,0.7154355000375198
UGT2B17,3.680108221926948,-1.488199614371156,0.935229405890363,-1.5912669180395913,0.11154951856735665,0.1925593006468782,0.7154355000375198
C17orf56,4.742192230683618,0.18239230832732328,0.11470400291739064,1.5901128442629984,0.11180937127449861,0.19298703008195517,0.7144718772777785
CAPZA1,52.222289352504475,0.11068340756560244,0.06961987863805139,1.5898247703222423,0.11187430878525347,0.19307827279829498,0.7142665948622784
STX5,23.95487153126697,0.1198782633514923,0.07541382267925731,1.5896059779564127,0.11192364874739796,0.1931425796968372,0.714121972264804
SCAF1,28.856928000893415,0.15724494049836846,0.09894859650463113,1.5891578663372843,0.11202475617226218,0.19328524996621194,0.7138012866993237
TM4SF19,1.7022454329992343,0.4263030967201608,0.2682615317198359,1.5891324186032705,0.1120305001054942,0.19328524996621194,0.7138012866993237
CEP57,9.432147159076791,0.14205304209907058,0.08939603121433112,1.5890307452071541,0.11205345162601849,0.19328681265660072,0.7137977754894956
MXRA5,33.4078482508009,-0.2765112922188125,0.17401358343988718,-1.5890213094446906,0.1120555818215565,0.19328681265660072,0.7137977754894956
ZNF696,2.3594990014719337,0.26040642155758187,0.16392337160743453,1.588586294950094,0.11215382435475499,0.19343540625957634,0.7134640300679103
AK074476,1.281684014961621,-0.323730417872537,0.20390878287836733,-1.5876237075361481,0.11237145402117807,0.19378985653565975,0.7126689587913395
SUSD4,1.8360882556384195,0.6059627475149155,0.3818218527965849,1.5870300326622253,0.11250584283479592,0.19400069307973547,0.7121967185225215
ADO,10.841098514199155,0.1374416585417799,0.08661897979836745,1.5867383668304336,0.11257191295836343,0.19409369077035057,0.7119885816036811
FASTKD2,4.591212944137317,0.1846769350207918,0.116392617468211,1.5866722395106416,0.11258689682042759,0.19409859624351883,0.711977605497254
TF,0.8609524951639432,1.3449529618088645,0.8480225409610919,1.5859872784567552,0.11274219540343529,0.19434537564693083,0.7114257887343549
PAXIP1-DT,3.8549421116621274,0.21945269183134056,0.13841868635209628,1.5854267773725124,0.11286940122983959,0.19454368067965236,0.7109828717249496
UPP1,8.42195604329777,0.23942614101363818,0.15102723840373794,1.5853176125328157,0.11289418936655587,0.19454446470214767,0.7109811214961264
OTUB2,1.7607122592542774,0.33231417011028536,0.2096190118749801,1.5853245711724013,0.11289260913536663,0.19454446470214767,0.7109811214961264
KIF26B,3.0895096699995386,0.3011760595755325,0.19001184663316673,1.5850383274100657,0.11295762636477517,0.19463280663499516,0.7107839547166611
DNAJC17,6.443437122120873,-0.1533755438467995,0.09677904099767938,-1.584801236566058,0.11301150137126956,0.19470465541715334,0.7106236643104283
SERAC1,2.537650702518658,0.2507101432252821,0.15821537555899662,1.5846130146295125,0.11305428613675986,0.19475738368097287,0.7105060682838163
SMYD4,2.4585106565440924,-0.2357110479933964,0.14881266498254264,-1.5839448075272886,0.11320627952175921,0.19499821281406116,0.7099693689890112
CRCT1,0.9302145607042752,2.7187902906098773,1.7166451443469628,1.5837811906339823,0.11324352108123027,0.19504135093589747,0.7098733036146709
FBXW5,47.10190189258747,-0.13792702486077948,0.0870978100031714,-1.5835877487132834,0.11328756369746434,0.19509619208642484,0.7097512071405525
UST,3.028369249545062,-0.3645173942810417,0.23020437240919228,-1.5834512197409774,0.11331865656687487,0.1951287226474617,0.7096787984211149
IGFBP3,117.6269221086828,0.2614457934388801,0.16512799479774243,1.5832917595778526,0.11335498025674365,0.19514923926629316,0.70963313735273
SNORA70G,0.8431727553572006,-0.4321196469473655,0.2729202598661768,-1.5833183185420174,0.113348929710549,0.19514923926629316,0.70963313735273
VMO1,4.509119684944834,0.4140261279212168,0.26160024065498527,1.5826672287632193,0.1134973314652799,0.19537327270210203,0.709134848559509
RFXANK,20.913087460269697,0.16633933613313978,0.10515091443922363,1.5819105047277793,0.11367000250693025,0.1956494445732847,0.708521380674622
TMEM183B,8.825476313864034,0.15741057923558702,0.0995259177182084,1.5816038961958605,0.11374002402012641,0.19574889506854173,0.7083006806978072
CTLA4,1.7465654721050614,0.43280794167294656,0.2736677604492898,1.5815086912773022,0.11376177328806089,0.19576525558287705,0.7082643842774135
CCNYL1,8.290572689092471,0.1682126795139198,0.10638422428708869,1.5811806744953154,0.11383673278468932,0.1958731687535976,0.7080250507858946
MIR4758,3.485107234549911,0.29512258027831206,0.18671154768981033,1.5806337847330598,0.11396179634396797,0.19606726097913146,0.7075949181278394
C11orf9,25.814586345109916,0.2810353121251944,0.17786462536898667,1.5800517474578004,0.11409501629532283,0.19625422876099527,0.7071809765812871
SLC35E2,2.7834372375603778,-0.23093722327318045,0.1461578113992376,-1.5800539229638808,0.1140945181251339,0.19625422876099527,0.7071809765812871
LRRC61,9.67077904820534,0.2190437749164135,0.1386614244864574,1.5797023269280404,0.1141750524992824,0.19634965470676766,0.7069698581270862
URM1,40.70838806513702,0.14208486677194082,0.0899435620593462,1.5797113603104906,0.11417298280963349,0.19634965470676766,0.7069698581270862
SLCO3A1,7.387077568419185,0.2623713025412981,0.1661135711174007,1.5794694002205714,0.11422842986239784,0.19642032406707619,0.7068135767654169
MIR4690,0.7665359971497947,0.47336098191389264,0.2997342630974522,1.579268839745523,0.11427440593331747,0.19647009130320536,0.7067035530269874
APEX2,20.528628328591758,0.14583356435640088,0.09234437961016795,1.5792359532008085,0.11428194616704897,0.19647009130320536,0.7067035530269874
MAGEB2,0.4764834180747532,1.8158944767131913,1.1500284416869502,1.5789996237393031,0.1143361433542652,0.19654213418992694,0.7065443323896408
ATP11C,3.6275066340365636,-0.199979163315939,0.1266679154270045,-1.5787673037943213,0.11438944075959251,0.19661261504309194,0.7063886204416253
RPS6KL1,1.0809536602220433,0.3878616889175351,0.24570735688526643,1.5785513866344991,0.1144389926692934,0.1966766436782031,0.7062472116309771
ZNF24,12.080563975253886,0.16927472178481234,0.10727921288180825,1.5778892968883527,0.11459104428891306,0.19688077725820044,0.7057966847670523
EIF2B2,19.623545854617486,0.12759187665074465,0.08085803196768394,1.5779740558332973,0.11457157018174004,0.19688077725820044,0.7057966847670523
NDUFAF4,8.50011324326491,0.1701578322305663,0.10783998118115211,1.5778733487047927,0.11459470881438846,0.19688077725820044,0.7057966847670523
RPS8,1183.7066620578205,-0.14680926261263888,0.09306883441572832,-1.5774266813835656,0.11469738014737686,0.19703600220848258,0.7054544127625857
HINT1,138.5446942218503,-0.13974094388381844,0.08861387082848714,-1.5769646735587046,0.11480365379893533,0.19719738148511934,0.705098856200658
TPST1,6.146604036745544,-0.238414834221229,0.15127012075311672,-1.5760867581400193,0.1150058103259644,0.19752340570485183,0.7043814348922799
TBC1D23,10.339704695577664,0.12962907080468739,0.0822902706123699,1.5752660653567165,0.11519504340032113,0.1978271661444673,0.7037140701881508
GGT6,10.694986325336545,-0.5144291207677173,0.32657901051699056,-1.5752057058209308,0.11520897059726419,0.19782983675367852,0.7037082073785189
AREG,0.7899597425899307,0.5809291475892427,0.3688816017954701,1.5748390398481962,0.11529360257611257,0.19795390370364435,0.7034359294246072
MON1A,4.5367074952804485,-0.1915531583864064,0.12164278523035663,-1.574718615852634,0.1153214088946845,0.1979641764861919,0.7034133923746546
TTLL1,2.7118925496020907,-0.22697484177501828,0.14413792609461626,-1.5747058940339234,0.11532434671475157,0.1979641764861919,0.7034133923746546
OXT,0.9155543333421899,0.6777773041755777,0.43047184729485155,1.5744985611366458,0.11537223391561494,0.19802512025662117,0.7032797142998658
GPX2,329.5245589947822,0.3080145008396227,0.195732656479056,1.573649008705817,0.11556861640036892,0.1983409011744015,0.7025877178537396
BAIAP3,1.963668791354608,0.2972383099527132,0.1889152163924774,1.573395280850173,0.11562731905440717,0.1984203511139698,0.7024137861978421
STX17,4.865645544480689,-0.16945292709633622,0.10771792680187263,-1.5731172343115534,0.11569167501328984,0.19850948422175174,0.7022187390430596
GGPS1,12.653093525588874,0.1278565651346812,0.08127876557174886,1.5730623396564227,0.11570438412121525,0.19850998949551843,0.702217633618146
PICK1,8.890504213177993,0.1547783756258083,0.09846218579944993,1.5719575425744101,0.11596039806878888,0.19884254853833075,0.70149067920312
BC062753,4.255314575092823,-0.19623907262594234,0.12482149487871302,-1.572157686595763,0.11591398582532486,0.19884254853833075,0.70149067920312
ANKRD39,10.04857606668071,0.13934319984178897,0.0886414621579125,1.5719867029444146,0.11595363503844133,0.19884254853833075,0.70149067920312
IPMK,3.854908309803301,0.20621645286544837,0.13118245759132546,1.5719819299915647,0.11595474198620048,0.19884254853833075,0.70149067920312
TMEM184B,21.334949501156142,0.11841793179540398,0.07532674332538004,1.572056968982291,0.11593733983331324,0.19884254853833075,0.70149067920312
CDKN2B,8.08317617817189,0.3214572654161347,0.20450386050947095,1.5718884945022706,0.11597641330639191,0.19884588425146954,0.7014833936916997
RIMKLB,1.9774254146330033,-0.3594655141581616,0.22869062552964825,-1.5718419297933102,0.11598721466000353,0.19884588425146954,0.7014833936916997
EPB41L4B,5.9738730345544795,0.2951098384648515,0.187767241212869,1.571679045602474,0.11602500420950776,0.19888934576651254,0.701388480820981
SFTPA2,0.6982490470077535,-0.8665333081939954,0.5514207501072385,-1.57145574958047,0.11607682518253047,0.19895684796534058,0.7012411081266557
GOLGA5,19.41623272976064,0.10818190531709,0.06885201708745729,1.5712234716330105,0.11613074991702727,0.1990279411761271,0.7010859494858425
MPZL1,34.41464622095372,0.11295294194419024,0.0719353592808968,1.5702005671943047,0.11636845765708732,0.19941395755404848,0.7002444474458189
SYF2,12.955816474840509,-0.13048248452166167,0.08312847670248263,-1.569648448974463,0.11649692045797148,0.1995951099904387,0.6998501029794278
CYB5D1,4.140692964683707,-0.18371460042681054,0.1170425860806721,-1.5696389372342174,0.11649913455539489,0.1995951099904387,0.6998501029794278
MTMR12,11.166747821609405,0.16587070494438835,0.10568176964852936,1.5695299718771936,0.11652450134884777,0.19961718197643838,0.6998020796999499
RSL1D1,33.58457530326896,0.12179384082320295,0.07760869763745004,1.569332362619514,0.11657051523345319,0.19967461580963217,0.6996771425129557
MMGT1,14.319287084707064,0.1491660742627328,0.09507703215836895,1.5688970393424588,0.1166719318660444,0.19982692700707474,0.6993459902709895
MIR4635,0.6740383999437929,0.553745922396941,0.35296934478575487,1.5688215721199623,0.11668952040175953,0.19983564648432417,0.6993270401810573
NBR1,21.90249764761244,0.12756913874310644,0.08134024751342912,1.5683396921314383,0.11680187738561863,0.20000664161448298,0.6989555824928738
FAM40A,8.319696702309932,-0.13109383986855005,0.08359478123033576,-1.5682060284042867,0.11683305797959387,0.2000386119599214,0.6988861676228613
HNRNPH3,30.68977123073117,0.10901753039719381,0.06953231369944918,1.567868586516738,0.11691180429325271,0.20015200756414464,0.6986400494776493
CMPK2,5.6672849551122715,0.2764253105221592,0.17632203362881813,1.5677298227178575,0.11694419866430004,0.2001605466696996,0.6986215215230086
FBXO38,7.782637544476494,-0.13475767924871976,0.08595959140654477,-1.567686363367935,0.11695434568699208,0.2001605466696996,0.6986215215230086
MRPL44,15.43929600508128,0.11361955189629909,0.07247173373239789,1.5677774774347149,0.1169330728890759,0.2001605466696996,0.6986215215230086
FLJ46906,0.9923160768342415,0.40464356871202856,0.2582070050364772,1.5671285473252905,0.11708464768736268,0.20035238639036998,0.6982054803338664
CCL26,2.5194962266273495,0.5349596196840711,0.3413693322926333,1.5670992355736446,0.11709149786228941,0.20035238639036998,0.6982054803338664
VDAC1,106.44981526489646,0.14327080731812994,0.09143744160595739,1.5668724408929162,0.1171445105597646,0.20039780894077186,0.6981070311587554
BC041347,4.719618169504792,0.23242719447597457,0.1483361913442128,1.566894716452773,0.11713930286820025,0.20039780894077186,0.6981070311587554
COMT,34.63434033039434,0.15979871431509377,0.10198888310460484,1.566824828851163,0.1171556421499897,0.20039780894077186,0.6981070311587554
GKAP1,2.2623130722479425,-0.25529829294962214,0.16297964975905507,-1.566442763418921,0.11724499827706587,0.20050070567193026,0.6978840945206766
SLC39A8,5.040431019040658,-0.28291172400422804,0.18061191125676915,-1.5664067892068487,0.11725341455523576,0.20050070567193026,0.6978840945206766
LINC00662,2.035616498026507,0.2945505913160265,0.18803719811435093,1.5664485233230379,0.11724365077373093,0.20050070567193026,0.6978840945206766
PMS2P4,1.4029612192671168,-0.3077934700158567,0.19651495842059633,-1.5662597518764634,0.11728781932443215,0.20053809142404513,0.6978031226745116
C12orf28,1.166409977549209,-0.7216197677990009,0.4608907888256465,-1.5657066387412386,0.1174173113819001,0.20073803154031677,0.6973703389058077
TMEM121,1.7090336767390044,-0.3152445702558901,0.2013650489948232,-1.5655376731440347,0.11745689112339117,0.20078423017564942,0.6972704001756401
RALB,31.09853739596855,0.10668208140542569,0.06816711092214686,1.565008109662539,0.1175810078044424,0.20097491339316237,0.6968581498176765
NIT1,11.568644469521637,0.12187827874327543,0.0778842151545534,1.5648649537190589,0.11761457771089703,0.20101080564314275,0.6967805957882032
MRPL46,2.794788521229308,0.23700627393264034,0.1514945532737475,1.5644540929757056,0.11771096586185277,0.20115403912910396,0.6964712424669692
SLC22A5,5.327613233588901,0.19030503856596376,0.12170084774421408,1.5637116921809713,0.1178852906721873,0.20143041225136513,0.6958749584307217
CTSS,48.94170078076709,-0.220102720749958,0.140765755426819,-1.5636098430515264,0.11790922188889554,0.2014497764722128,0.6958332101665857
ADRB1,0.817024692983409,0.5831115304655368,0.37297934068774324,1.5633882814804891,0.11796129478137167,0.2015172119181766,0.6956878541290744
XCL1,0.5650094648759347,0.676829065688957,0.43306385957776883,1.5628851281860732,0.11807961626619287,0.20169779554496572,0.6952988483806348
CYSTM1,177.28620364830618,-0.3163584439607167,0.20244200552267622,-1.5627114696079236,0.11812047540713295,0.20174603735954455,0.6951949868154815
FHIT,1.4246349291630205,-0.30785042992812295,0.19703797487019578,-1.5623913620251524,0.11819582076574262,0.20185316394790392,0.6949644388504139
BC017347,2.278638108126342,0.2606809432712202,0.16685433203802383,1.5623264921393505,0.11821109411522819,0.20185768847741337,0.6949547042684108
C19orf47,8.223557094015412,0.16698287809843287,0.10688547765746083,1.562259735916305,0.11822681321128549,0.20186297311782755,0.6949433345745151
AK098438,0.6497506368829039,0.5094739664258174,0.32619127722396496,1.5618871563999839,0.11831457466774453,0.20197236004161928,0.6947080597748323
FECH,2.800734382951517,-0.22100108481547417,0.14149679418778266,-1.5618805082055789,0.11831614112006553,0.20197236004161928,0.6947080597748323
CYB561D2,13.947613117222208,0.18712667182358372,0.1198481689184341,1.561364462321805,0.11843778186095752,0.20215842569990508,0.6943081531246783
SDC1,80.3644456474269,0.27943641253240215,0.17897960614864344,1.5612751561221383,0.11845884279348175,0.2021727928559903,0.6942772894350856
FAM59A,5.12313199244418,0.20851410688644095,0.13357478019605054,1.561029009970298,0.11851690623374762,0.20225030210006664,0.6941108210121354
GPRC5A,122.12948307051164,0.33074002743184644,0.21192857087698297,1.5606202885397142,0.11861336886473212,0.2023933164173585,0.6938038331908681
PIH1D1,20.94268652666392,0.13456458219921788,0.08624711502700136,1.560221256758441,0.118707604012359,0.20253249980341662,0.6935052768800736
SLC2A8,10.163911301180484,0.19574470559984591,0.12548480393722314,1.5599076498360074,0.11878170645281062,0.20263730781824835,0.6932805930923891
AK091265,3.3890786669216824,0.37449089031138844,0.24012938139607415,1.5595379796264737,0.11886910269696735,0.20274314155994752,0.6930538282785759
LAMP3,5.7142199109592715,-0.28990787255554207,0.18589186122531337,-1.559551185536597,0.1188659797301255,0.20274314155994752,0.6930538282785759
C14orf79,3.045443885855469,0.2246425454707077,0.1440604242834479,1.55936334762356,0.11891040616145677,0.20279195760683597,0.692949272397036
PPIB,181.9597828643304,0.1478669478529305,0.09484101787970795,1.5591033411353539,0.11897192299943593,0.20287523181838335,0.692770970912417
TMCO4,7.641791374103524,0.18150948275738357,0.11643997785620695,1.5588244355519518,0.11903793904078343,0.2029448649852335,0.6926219329487703
