TF,mean_CIN,mean_GS,diff_CIN_vs_GS,stat,pvalue,padj
ESR1,34.9132174713294,36.01879387159311,-1.1055764002637076,-3.8501142178111567,0.0002329813891708424,0.0004567661445586252
RARA,15.933731498893932,16.487162126917063,-0.5534306280231309,-3.795450957888373,0.0002434186011003452,0.0004741094322085155
JUNB,12.684959173234414,13.143963549932513,-0.4590043766980987,-3.80015225408975,0.00025605118414669434,0.0004954756680241229
SREBF1,11.697948505489029,11.241276483954389,0.45667202153464004,3.7619691977541203,0.00029616680538079656,0.0005694045677643702
IRF3,9.949981410504215,9.437095151954885,0.5128862585493295,3.7515891822061715,0.0003095768543723167,0.0005913711705317332
ZNF263,32.20046799090219,33.43025610851905,-1.229788117616863,-3.7029325278877985,0.00036258532297760013,0.0006882192754606678
ZBED1,9.69514806770772,9.493022106363153,0.20212596134456717,3.654954945988232,0.00044177653267565083,0.0008332240932743288
CREB1,11.895719027052712,12.390263886326416,-0.49454485927370406,-3.5366763573843554,0.0005938295298369777,0.0011129635213296815
ZNF644,4.331650716769333,4.543509098590088,-0.2118583818207549,-3.5277289351739056,0.0006569297265305049,0.0012235316156630654
RFX5,14.758816795959346,15.639907243560868,-0.8810904476015224,-3.4685946004067434,0.0007545022661451713,0.0013965321447904414
STAT4,2.9523861592145124,3.2470300570826356,-0.2946438978681232,-3.4035338981359793,0.0009060225073337078,0.0016666339949718823
KLF4,8.06253298692651,8.44906715175628,-0.38653416482977043,-3.432473945368673,0.0009141906355121044,0.0016713423888503503
ZC3H8,4.019888755009119,3.796383202950693,0.22350555205842593,3.4180468325482822,0.0009570218277691041,0.00173897868704386
KLF9,17.327812836129905,17.901130694346037,-0.5733178582161322,-3.380234826124938,0.001061771530103346,0.001917623733156346
NCOA3,8.947419832109233,9.288996858898818,-0.3415770267895848,-3.3608556940358696,0.0010938067444132573,0.001963580782139462
REST,4.279281279695685,4.518545106819553,-0.2392638271238674,-3.356464407368472,0.0011311998732541002,0.002018548276824682
ZNF143,12.35944171795987,12.634590519048322,-0.2751488010884522,-3.258568106910727,0.0015738391925157636,0.002791690948629152
ATF2,11.853416976645903,12.238279839089383,-0.3848628624434802,-3.2177744964938073,0.0017787227189392124,0.003136445977774469
KLF5,20.367505722854137,19.360249526442338,1.0072561964117988,3.21268173723047,0.001972049695828406,0.003456887113863912
KLF6,12.74117585213726,13.078599356024338,-0.3374235038870772,-3.160760437511449,0.0021073190403444546,0.003672403941652909
CEBPG,10.493325373911043,10.74812519811088,-0.2547998241998375,-3.1210677076851794,0.0022905804168258936,0.0039685637454309084
MYBL2,8.093550329469242,7.8068520897694675,0.28669823969977415,3.1151637517555004,0.0023515068451768167,0.004050572484755442
