Gene,Mean_CIN,Mean_GS,Delta_Z,p_value,q_value,neg_log10_q
ANXA11,-0.00039765625000000304,-0.22442407407407405,0.22402641782407406,0.18599102064156792,0.2909036305087479,0.536250858677049
NRIP1,-0.20444140625000004,0.006716666666666671,-0.21115807291666672,0.18609921164115714,0.2910443249057387,0.5360408646359331
OR51G1,0.14643671874999992,-0.08561851851851847,0.2320552372685184,0.18617436305309704,0.2911405142371784,0.5358973552436108
SLC41A1,0.4929984375000001,0.16400185185185184,0.32899658564814827,0.1862816091473214,0.2912868756345721,0.5356790827183309
ARL17B,0.019051562499999994,0.28521296296296295,-0.26616140046296294,0.18636377524628642,0.2913940010904742,0.5355193932665153
IGFBP2,0.020215625000000022,-0.14934629629629625,0.16956192129629627,0.1863795082229253,0.29139724519537674,0.5355145582698784
ATP6V0A2,0.17869296875000001,-0.05050185185185184,0.22919482060185187,0.18644614097565784,0.2914587058701392,0.5354229677767093
TNNT1,-0.09943125,-0.25202592592592593,0.15259467592592593,0.1864439461800522,0.2914587058701392,0.5354229677767093
PRB2,0.04494843750000002,-0.09265370370370371,0.13760214120370373,0.18649792286279102,0.2915182932286355,0.5353341873921786
PPP4R3C,0.07052968750000002,-0.07781296296296294,0.14834265046296297,0.18652626093241467,0.2915249405261586,0.5353242845772008
PPP1R2C,-0.1907484375,-0.07269074074074076,-0.11805769675925924,0.186544756739843,0.2915249405261586,0.5353242845772008
RPSAP9,0.16504453125000002,-0.06379814814814815,0.22884267939814817,0.18653401977559408,0.2915249405261586,0.5353242845772008
FAM86B2-DT,0.36731015624999996,0.8593648148148149,-0.4920546585648149,0.18655683210703744,0.2915249405261586,0.5353242845772008
SSX8P,0.022517968749999978,-0.10241481481481483,0.12493278356481481,0.18670802529831018,0.291739835926428,0.535004265626926
LNP1,0.10023359375000002,0.3360592592592593,-0.23582566550925926,0.18674976773558086,0.29178369056306247,0.5349389869333774
HAL,0.06729453124999998,-0.0886851851851852,0.15597971643518518,0.1868360172192891,0.2918970728890988,0.5347702600461965
LINC00927,0.21929453125000004,-0.0823148148148148,0.3016093460648148,0.1868956258683272,0.291947443102999,0.5346953239787874
SMARCAL1,0.10238828125000003,-0.12089629629629625,0.22328457754629627,0.18688631845932227,0.291947443102999,0.5346953239787874
TCEAL4,0.22876328125,0.46664074074074063,-0.23787745949074063,0.18702829579116897,0.29209205640871844,0.5344802537240537
KCNH7,0.05767890625000001,-0.08869074074074075,0.14636964699074076,0.18702927502224057,0.29209205640871844,0.5344802537240537
TEX12,-0.10238046874999998,-0.2813296296296296,0.17894916087962962,0.18700494239953852,0.29209205640871844,0.5344802537240537
RTP4,-0.09772812499999999,-0.2683111111111111,0.1705829861111111,0.18705950181339184,0.2921178796068449,0.5344418604281943
LINC01193,0.3018257812500001,-0.07635370370370369,0.3781794849537038,0.18711597356237522,0.29217843418111245,0.5343518426857169
HR,0.09770625,-0.1007074074074074,0.1984136574074074,0.18712566790019783,0.29217843418111245,0.5343518426857169
NUDT13,0.35301171875,0.016740740740740726,0.33627097800925926,0.18715392010323398,0.29220116248829103,0.534318060608273
LINC00640,0.0033062500000000487,0.2471018518518518,-0.24379560185185176,0.18717506687937088,0.29221279466349903,0.5343007722138251
RB1,0.012229687500000034,-0.23951481481481482,0.2517445023148149,0.18720836326199522,0.2922220098181642,0.5342870766200973
RCOR3,0.40163828125,0.16568148148148149,0.23595679976851852,0.18720638022362648,0.2922220098181642,0.5342870766200973
DAPK2,0.1998828125,0.0019277777777777793,0.19795503472222223,0.18726987743362514,0.29228350044936163,0.5341957000925978
SERPINA11,0.22232265625,-0.036611111111111115,0.2589337673611111,0.18727515590076274,0.29228350044936163,0.5341957000925978
KRT17,0.16244531249999997,-0.07401666666666666,0.2364619791666666,0.18733223535779975,0.29235119898753986,0.5340951206992657
B4GALT4,0.23226328125,-0.11328518518518518,0.3455484664351852,0.1873776790060099,0.29240073007557205,0.5340215473523561
LOC100287944,0.11962812500000002,0.3894425925925926,-0.2698144675925926,0.1875224625581394,0.2926052613675056,0.5337178690434778
BAHCC1,0.08592343749999998,0.27922037037037034,-0.19329693287037036,0.18756256436348775,0.2926464319654096,0.5336567665683563
WASF1,0.008157812500000014,0.2396740740740741,-0.23151626157407407,0.1876587943539819,0.29277516471972237,0.5334657660106181
AMTN,0.10536015624999996,-0.07319629629629631,0.17855645254629626,0.1879238268239952,0.2931672159469097,0.5328845972280979
ZNF704,0.469725,0.22662037037037036,0.24310462962962964,0.188005938430831,0.2932738682767989,0.5327266324466059
MMP3,0.0018015625000000167,-0.1352962962962963,0.13709785879629632,0.18802808456526318,0.2932869706243522,0.5327072302742619
RGPD6,0.03991171874999995,-0.11529074074074071,0.15520245949074066,0.18827124327992764,0.293644782175397,0.5321777118057529
CHAC1,-0.1313078125,-0.28309259259259256,0.15178478009259255,0.1883070811151769,0.29367920874212716,0.5321267986191298
DEFB115,0.31836250000000005,-0.0995,0.4178625,0.18833824081370415,0.2937063348995233,0.5320866861560013
CCDC106,0.13435546874999998,0.3326092592592592,-0.19825379050925923,0.18839630000853425,0.2937539326669647,0.5320163105104055
OPALIN,0.02852578125,-0.18064259259259263,0.20916837384259263,0.18838975146954637,0.2937539326669647,0.5320163105104055
SMARCA5,-0.06953203125,-0.30454814814814807,0.23501611689814805,0.18850919122341775,0.29388699998185003,0.5318196244106008
RBM20,0.15124921875000003,-0.018553703703703704,0.16980292245370374,0.18850235059367867,0.29388699998185003,0.5318196244106008
PQLC1,-0.35618359375,-0.16201111111111113,-0.1941724826388889,0.18857119427764887,0.29396218251597533,0.5317085368702714
LINC00963,0.17588359374999996,0.3896388888888889,-0.21375529513888897,0.18859015829124331,0.29397026573709917,0.5316965950278345
BDNF-AS,-0.011261718750000017,0.16912407407407404,-0.18038579282407405,0.1886100526589933,0.2939797978871729,0.531682513014976
RFC1,-0.2411609375,-0.42066851851851855,0.17950758101851855,0.18866536634377837,0.29400157701734797,0.5316503400364985
OR4F21,0.0316640625,-0.10283888888888885,0.13450295138888885,0.18865886344548602,0.29400157701734797,0.5316503400364985
SLC25A34,0.025834375,0.34406111111111115,-0.31822673611111113,0.18865137855034791,0.29400157701734797,0.5316503400364985
GPR151,0.03581953125000002,-0.12551481481481483,0.16133434606481484,0.18876032925334307,0.2941280765863332,0.5314635170620607
KRTAP9-8,0.38141953125000005,-0.05174814814814816,0.4331676793981482,0.18879461993394506,0.2941600245593163,0.5314163468801001
CCDC82,0.2501828125,0.020657407407407388,0.22952540509259262,0.18881417761887742,0.29416901413018476,0.5314030749837073
GGA2,-0.10117734375000001,0.18651666666666666,-0.28769401041666665,0.1888453243449462,0.2941960565826526,0.5313631528724985
TM9SF3,0.01067499999999999,-0.1878203703703704,0.19849537037037038,0.18887511087383926,0.29422097623345217,0.531326367850189
ZBED5,0.45366406250000013,0.045996296296296285,0.4076677662037038,0.1891247493693471,0.29458834254179894,0.5307844430668449
KIF21B,0.019097656249999984,0.2745777777777778,-0.2554801215277778,0.1892146079570743,0.29470679374829756,0.5306098524317557
TMX1,-0.3845992187499999,-0.5764833333333333,0.19188411458333343,0.18931835294665272,0.2948468545234569,0.5304035009890822
CA10,0.07534999999999999,-0.06943333333333333,0.14478333333333332,0.1893602311555763,0.29489054975943213,0.5303391448883281
CYP4F35P,0.294515625,0.02672222222222223,0.26779340277777774,0.18943732928721552,0.29498908257373496,0.5301940567869917
PPP4R4,0.05464687500000001,-0.13886666666666667,0.19351354166666668,0.18946014353978063,0.2950030770997825,0.5301734539862908
TTC34,0.4459953125,0.16857777777777774,0.2774175347222223,0.18950519926476944,0.29505169862904884,0.5301018807602839
SRPK2,0.6353914062499999,0.1683777777777778,0.4670136284722221,0.18962183025734866,0.29521174463956024,0.5298663686285001
CCDC112,-0.30262187500000004,-0.08618333333333338,-0.21643854166666665,0.18966557999887668,0.29523676851568903,0.5298295568453119
NEO1,-0.01383124999999999,0.2195425925925925,-0.2333738425925925,0.1896559438655589,0.29523676851568903,0.5298295568453119
C9orf106,0.2468296875,0.04331481481481482,0.2035148726851852,0.1897391420387564,0.29532972899955257,0.5296928331209546
PCDHB9,-0.027221874999999993,-0.1704166666666667,0.1431947916666667,0.1898203534647073,0.2954345813517311,0.5295386708005639
PNP,-0.21798671875000003,-0.43533518518518527,0.21734846643518524,0.18986189261983677,0.29547767736846,0.5294753234524109
MARCH10,0.44646328125,0.11758703703703699,0.328876244212963,0.18999559138574273,0.2956641825101985,0.5292012837942897
GPR75-ASB3,0.23951093750000002,0.00791851851851851,0.2315924189814815,0.19021625542121345,0.2959859827446276,0.5287288557005396
SFTPA1,-0.050493749999999976,0.2793,-0.32979375,0.1902625057599796,0.29603635942161355,0.5286549452707259
OR2J3,0.07002500000000006,-0.08395555555555553,0.1539805555555556,0.19035434501945966,0.29615765704004754,0.528477034364414
PLSCR5,0.5309429687499999,-0.11633333333333332,0.6472763020833332,0.1903968094661459,0.29620212410385177,0.5284118314215822
THPO,0.34465234375,-0.031650000000000005,0.37630234375,0.19048620582057427,0.29631959177411243,0.5282396333053022
LINC03033,0.7816679687500001,0.015664814814814812,0.7660031539351853,0.19051335613459194,0.2963402196800466,0.5282094015077317
OR5D16,0.02286796875000002,-0.10787777777777778,0.1307457465277778,0.19053309154802842,0.2963493116699851,0.528196077158806
PDK3,0.1202890625,0.3834518518518519,-0.2631627893518519,0.19069688010701644,0.29658244183431953,0.5278545634903118
CDKN2AIP,-0.4305234375,-0.25032037037037036,-0.18020306712962963,0.19099484948454026,0.2969809134722445,0.5272714612553254
GAB4,0.35539843750000005,-0.059907407407407416,0.41530584490740746,0.1909913424093453,0.2969809134722445,0.5272714612553254
IL17RE,0.21163671874999998,-0.06189259259259261,0.2735293113425926,0.19097744605271408,0.2969809134722445,0.5272714612553254
ACTN3,-0.064253125,0.26550740740740747,-0.32976053240740744,0.19102521199728284,0.2969848355288224,0.5272657258150837
GABRA4,0.1488578124999999,-0.021799999999999996,0.1706578124999999,0.19102057858673818,0.2969848355288224,0.5272657258150837
CCDC39,0.02735781250000001,0.23980370370370369,-0.21244589120370366,0.1910712893061763,0.2970348263878805,0.5271926280519028
CCDC88A,-0.028641406249999998,0.15950555555555557,-0.18814696180555557,0.1911331063781321,0.297109276836244,0.5270837877254795
KRT82,0.4523656250000002,-0.02714444444444444,0.47951006944444463,0.1911513282062248,0.29711595419494435,0.5270740273185295
OR14A16,0.07752812499999998,-0.13472592592592597,0.21225405092592595,0.19124878459740993,0.2972457798051826,0.5268843026313313
SGK3,0.37128984374999996,0.09179629629629626,0.2794935474537037,0.19129677408613005,0.2972816426434367,0.5268319079656189
IAH1,0.054850781249999994,-0.12066666666666662,0.17551744791666662,0.19129972682689209,0.2972816426434367,0.5268319079656189
OMP,-0.13622421875,-0.2935462962962963,0.15732207754629632,0.1913206587074862,0.29729251664415285,0.526816022584682
FAM110C,0.098621875,-0.1270314814814815,0.2256533564814815,0.19136334264997476,0.2973155341856402,0.5267823991204655
NAGS,0.20242109374999998,-0.021088888888888876,0.22350998263888885,0.1913630752545421,0.2973155341856402,0.5267823991204655
NDUFB11,0.17712968749999997,-0.056927777777777765,0.23405746527777774,0.19141105891598878,0.297368014415832,0.5267057470103002
ZSWIM8,0.2236359375,0.47867592592592595,-0.25503998842592596,0.19150566674608036,0.29749333042286474,0.5265227663825428
YIPF1,-0.10526484375,-0.3418259259259259,0.23656108217592592,0.19156936473951908,0.2975343524008863,0.5264628847359102
CCDC73,0.02203046874999997,-0.19715925925925923,0.2191897280092592,0.1915739113630642,0.2975343524008863,0.5264628847359102
DHDDS,-0.49110312500000003,-0.28644259259259264,-0.2046605324074074,0.1915728201490107,0.2975343524008863,0.5264628847359102
ANGPTL6,-0.16773671875,0.06730185185185183,-0.23503857060185185,0.19163346442269416,0.2975835187028299,0.5263911253258334
WFDC21P,-0.14004765624999999,-0.19439259259259256,0.054344936342592576,0.19162962081827237,0.2975835187028299,0.5263911253258334
GJA10,0.014512500000000025,-0.12236296296296294,0.13687546296296296,0.19165660266377169,0.2975977887795902,0.5263703000226305
KRT85,0.6628999999999997,-0.13226296296296294,0.7951629629629626,0.19179940624762162,0.29779785549035787,0.5260784340252711
MIA2-AS1,-0.04478984374999999,-0.20742037037037034,0.16263052662037036,0.19188829787831357,0.2979141926381764,0.5259088064941879
SNORA70D,0.25917812500000004,0.027574074074074043,0.231604050925926,0.19202801438968337,0.29810941475688674,0.525624308058618
PCDHGB8P,0.014035156249999993,0.20807592592592591,-0.19404076967592593,0.1923027564906733,0.298514210544857,0.5250349897797791
KRTAP19-5,0.7484304687499996,-0.0995,0.8479304687499997,0.19231722427201173,0.2985149494247632,0.5250339148189981
AZU1,-0.07824062500000001,-0.07746666666666666,-0.0007739583333333522,0.19235726496263836,0.29855537959973005,0.5249750989607523
NME1-NME2,1.97171328125,-0.4189462962962963,2.3906595775462964,0.19238386951066283,0.2985749513355635,0.524946629809425
OR8D4,0.06876015624999994,-0.1168703703703704,0.18563052662037033,0.1924153258828551,0.2986020495861735,0.5249072156300475
SPRY2,0.359725,0.10402037037037036,0.25570462962962964,0.19248086634855327,0.29866863665289534,0.5248103804883621
LCE3E,0.247846875,-0.10732407407407407,0.3551709490740741,0.19248623173083249,0.29866863665289534,0.5248103804883621
KRTAP22-2,0.003916406249999983,-0.11152777777777782,0.11544418402777781,0.19279697334464788,0.2991290398013281,0.5241414230995174
NLRP13,0.7036406250000005,-0.12202407407407406,0.8256646990740746,0.19284899199133881,0.29918765063806796,0.5240563365108797
WASHC4,0.052880468750000006,-0.15409074074074075,0.20697120949074077,0.19286279630772665,0.29918765063806796,0.5240563365108797
IL13,-0.063240625,0.160962962962963,-0.224203587962963,0.19290524319342994,0.29923174084134274,0.5239923408172389
ZMYM5,0.42223671874999996,0.14347222222222222,0.27876449652777774,0.19292216520070943,0.29923623370099134,0.5239858200868528
MARCO,0.03229374999999998,-0.1333518518518518,0.1656456018518518,0.19296095689606188,0.29927464490967437,0.5239300758168876
OR7E91P,0.19202109374999998,-0.030075925925925926,0.2220970196759259,0.19300513878131131,0.29932140989309275,0.5238622177876765
DENND6A,-0.16360312500000002,0.04929444444444447,-0.2128975694444445,0.19309932073527625,0.2994457048907631,0.5236819118521667
VDAC3,0.07840156249999997,-0.16030370370370367,0.23870526620370364,0.1931632256410537,0.2995012659194681,0.5236013376129749
KRTAP13-3,0.049554687499999944,-0.11490000000000006,0.1644546875,0.19315922749772244,0.2995012659194681,0.5236013376129749
ASCL4,0.03059374999999999,0.2965351851851852,-0.2659414351851852,0.19327095667478147,0.2996465271896274,0.5233907512767617
LAPTM4A,0.162753125,0.4364518518518519,-0.2736987268518519,0.19335048564139992,0.29974804615312217,0.5232436390804334
PRSS12,0.10024687499999999,-0.07632407407407404,0.17657094907407403,0.19340218019910121,0.2998064022776883,0.5231590971575748
OPRL1,-0.11554296875,0.1208185185185185,-0.23636148726851852,0.19350234132803662,0.2999398759251425,0.522965792516487
CSF3,0.09060390624999999,-0.08924074074074075,0.17984464699074074,0.1939258617493542,0.30057250358940213,0.5220507512460665
IL22,0.281915625,-0.10684444444444445,0.38876006944444447,0.19395273761027884,0.30057250358940213,0.5220507512460665
HMOX2,-0.013722656249999993,-0.27245925925925923,0.25873660300925927,0.19393904849334606,0.30057250358940213,0.5220507512460665
RNF213,-0.2260234375,-0.35817962962962957,0.13215619212962956,0.19400006027587863,0.3006021705269715,0.522007887872586
TRIM52,-0.10879843750000003,0.10170925925925929,-0.21050769675925932,0.19399418748607844,0.3006021705269715,0.522007887872586
DRGX,-0.11168203125,0.15977222222222223,-0.27145425347222224,0.19401950499780654,0.3006052179269327,0.5220034851689177
PHF11,0.02560546874999999,0.27570370370370373,-0.25009823495370376,0.19403049003341127,0.3006052179269327,0.5220034851689177
MOCS2,-0.28002499999999997,-0.06250370370370369,-0.2175212962962963,0.19404429628730802,0.3006052179269327,0.5220034851689177
OR51B5,0.049140625000000035,-0.09579259259259262,0.14493321759259264,0.1940629894893154,0.30061234885315796,0.5219931830018428
IDS,0.27626874999999995,0.5641222222222223,-0.28785347222222235,0.1941266516306874,0.3006891326078638,0.521882267721645
SLC35B4,0.07788124999999999,0.34346851851851845,-0.26558726851851844,0.19415889099132166,0.3007172369727657,0.5218416776274241
OR5J2,0.0027773437500000844,-0.14421481481481482,0.1469921585648149,0.19423282620373744,0.3008099119524345,0.5217078574576411
GAGE1,0.04356796874999999,-0.09686111111111115,0.14042907986111114,0.1942666393045531,0.3008404405576425,0.5216637840028909
ZNF560,0.607540625,0.11177777777777775,0.4957628472222222,0.19432450353880018,0.30090820750473957,0.5215659663795398
LINC00692,0.024460156249999955,-0.14965000000000003,0.17411015624999998,0.1943625337220425,0.30094525415195417,0.5215125010245866
NWD1,0.13243125,-0.09066296296296293,0.22309421296296295,0.19446645368942428,0.30108430983046935,0.5213118759438814
SNORD77,-0.15366328124999992,0.10698518518518528,-0.2606484664351852,0.19452382175603236,0.30115127618931503,0.5212152920789793
WDR5CP,-0.10442031249999999,-0.27611851851851854,0.17169820601851854,0.19457004983699752,0.3012009877573895,0.5211436082453067
EMILIN2,-0.0624734375,0.21748333333333328,-0.27995677083333326,0.1947424114699907,0.3014459369304398,0.520790565441294
AWAT2,0.12432812500000001,-0.06836481481481484,0.19269293981481483,0.19484956962905983,0.3015899280351126,0.5205831663560188
BBX,-0.02605390625,0.18818148148148148,-0.21423538773148149,0.19494223113795725,0.30168957647818934,0.5204396946516817
PRDM1,-0.24227812499999996,0.023614814814814842,-0.2658929398148148,0.19493243799914045,0.30168957647818934,0.5204396946516817
WRN,0.15674765624999998,-0.10644629629629632,0.2631939525462963,0.1950132428443229,0.3017775829465169,0.5203130242165454
EGR4,0.11711015625,-0.06246296296296299,0.17957311921296298,0.19506870163047368,0.30181962066039275,0.5202525310694979
PRODH,-0.039853906249999994,-0.13236111111111112,0.09250720486111114,0.19505825058331774,0.30181962066039275,0.5202525310694979
SCARNA7,0.135478125,0.52545,-0.38997187499999997,0.19508569380239577,0.3018240230075499,0.5202461964875045
CD55,0.003722656249999956,-0.1834907407407408,0.18721339699074074,0.1952711581871514,0.3020890551753227,0.5198650091294618
TMEM192,0.20539687499999998,0.011612962962962946,0.19378391203703704,0.19530827324514094,0.3021245656674218,0.5198139609231517
APEH,-0.2773765625,-0.4476277777777778,0.1702512152777778,0.1953316589289561,0.30213883442683087,0.5197934505183344
ALOX12B,0.20035078125,-0.06474444444444441,0.26509522569444444,0.19550955049363952,0.30239207334941276,0.5194295972506228
SH3RF2,-0.35519921875000005,-0.13535185185185186,-0.21984736689814818,0.19565091590711475,0.3025887851307208,0.5191471723012688
UBQLN3,-0.10152343750000009,0.16001666666666658,-0.2615401041666667,0.1956975407665497,0.30263895565775134,0.5190751703700122
PKD2L1,0.04222578125,-0.19586666666666663,0.23809244791666662,0.19582864877659262,0.30281975948746853,0.5188157898179677
ALKBH8,-0.02626093750000001,-0.24060555555555554,0.21434461805555555,0.19586158003924947,0.3028267852842516,0.5188057137602395
WDR1,-0.3548703125,-0.0664462962962963,-0.2884240162037037,0.19585862411492347,0.3028267852842516,0.5188057137602395
NR0B1,1.3316726562499999,0.14392777777777774,1.1877448784722222,0.19590835346118418,0.3028493016250572,0.5187734234889861
SMIM18,-0.05265703125,0.18580000000000002,-0.23845703125,0.19591872796011434,0.3028493016250572,0.5187734234889861
NLRP10,0.6696515624999999,-0.1227166666666667,0.7923682291666666,0.1959053582904729,0.3028493016250572,0.5187734234889861
MORN1,0.19309609375000003,-0.0010648148148148379,0.19416090856481488,0.19602342358364236,0.3029891865650228,0.5185728708341374
CERS6,-0.0728921875,-0.27943148148148145,0.20653929398148146,0.1961372322459998,0.3031431360452337,0.518352260882511
LOC285074,0.13199375000000002,-0.05936296296296296,0.19135671296296297,0.1962025643510362,0.30322214490614685,0.5182390845065271
HARS2,-0.3037390625,-0.4781,0.17436093750000003,0.19623321142866418,0.3032475420708786,0.5182027105582745
CACNG5,0.060690625,-0.081262962962963,0.14195358796296298,0.1962475234802137,0.30324769417327146,0.5182024927256323
BMP2K,-0.14825234375000002,0.10333888888888891,-0.25159123263888894,0.19627239031537003,0.3032641546479157,0.5181789195891037
CAMK2G,0.2085828125,0.5134037037037037,-0.3048208912037037,0.196449564398362,0.3035159284842533,0.5178185122615596
GOLGA8CP,1.0797140625000003,0.028018518518518557,1.0516955439814817,0.19659411318363565,0.30371726319861453,0.5175305222113964
PPM1L,-0.016547656249999994,0.2504166666666667,-0.26696432291666666,0.1967209251953487,0.30389116928844867,0.5172819198115333
IFNA4,-0.011321874999999988,-0.13600740740740744,0.12468553240740746,0.19688520319129088,0.30405688093276806,0.5170451638766432
LARP6,0.26179765625000007,0.4618740740740741,-0.20007641782407404,0.19688009516326915,0.30405688093276806,0.5170451638766432
FAM217A,0.16493437499999997,-0.03319259259259258,0.19812696759259255,0.19684389888482237,0.30405688093276806,0.5170451638766432
ANOS1,-0.10583124999999997,0.1486777777777778,-0.2545090277777778,0.19686377637251404,0.30405688093276806,0.5170451638766432
ZNF747,0.09621953125,0.30129074074074075,-0.20507120949074076,0.19702415805089477,0.3042494507828489,0.5167701970656653
EPB41L4A-AS1,-0.38923046875,-0.18593703703703704,-0.20329343171296296,0.19714373350101802,0.3044120687735557,0.5165381334459573
CASP9,0.31370937499999996,0.07450185185185187,0.23920752314814808,0.19717532015712946,0.3044388084782427,0.5164999864821125
CCDC83,0.042061718750000004,-0.1013759259259259,0.1434376446759259,0.1973060802362987,0.30461865705488334,0.516243500842896
HSF2,0.13602578124999998,-0.11143518518518515,0.24746096643518511,0.1973422163711487,0.30463671576670753,0.5162177553205824
SLC25A30,0.24541875000000002,-0.0043925925925926024,0.24981134259259263,0.19734633459628145,0.30463671576670753,0.5162177553205824
OR5B21,-0.11284296875000002,0.21672407407407407,-0.3295670428240741,0.19739358425442452,0.30468760816583323,0.5161452084443314
REPIN1,0.11660546874999997,-0.12227592592592591,0.2388813946759259,0.1974151541013936,0.30469885790011086,0.5161291736362342
WDR5B,0.25480156249999997,0.04224629629629631,0.21255526620370366,0.19747702842831225,0.30477230913758985,0.5160244944684385
ZBTB45,0.30623828125,0.05219259259259257,0.25404568865740745,0.1975095059656824,0.3048003840707294,0.5159844900893487
KRTAP2-1,0.19770625000000008,-0.06573518518518512,0.2634414351851852,0.1975915708774789,0.3048608739276115,0.515898309736582
ZNF585B,0.12552890625000002,0.3394333333333333,-0.2139044270833333,0.19756407453954009,0.3048608739276115,0.515898309736582
CALHM4,0.11522187500000003,-0.052485185185185204,0.16770706018518522,0.19758875135694884,0.3048608739276115,0.515898309736582
NYX,0.9601789062499999,-0.13437407407407406,1.0945529803240739,0.19761024369117594,0.30486763678872214,0.5158886757004144
TMED7-TICAM2,-0.5531578125000001,-0.38485555555555556,-0.1683022569444445,0.19779432132725622,0.30512956222104204,0.5155157140635337
PLEKHA5,0.300584375,0.026598148148148176,0.2739862268518518,0.19781856296404823,0.3051448948621191,0.5154938914840799
PRKAB1,0.4837265625,0.2495185185185185,0.2342080439814815,0.19788155616751882,0.305219997168451,0.5153870160139844
USP3-AS1,-0.11646171874999997,0.08939814814814817,-0.20585986689814814,0.1979750278382063,0.30534209635857235,0.5152133170379635
ESX1,0.6245,-0.07620555555555557,0.7007055555555556,0.1979983003494387,0.30535591571167225,0.5151936619263464
OR2T4,-0.15925703124999996,0.045266666666666684,-0.20452369791666664,0.19805297287907317,0.30539608097535603,0.5151365403696365
ARL11,0.13071406250000003,0.42427037037037035,-0.29355630787037035,0.1980412511769359,0.30539608097535603,0.5151365403696365
RPP30,-0.014862500000000018,-0.20315740740740743,0.1882949074074074,0.19808701777795645,0.30542650316489856,0.5150932800534671
FBXW12,0.02352421875000002,-0.11166481481481481,0.13518903356481482,0.1981060993964626,0.3054338510350867,0.5150828320371418
ZRSR2,0.09280781250000002,0.34154259259259256,-0.24873478009259253,0.19813218441144012,0.30545199468300277,0.5150570344638992
SSR4,0.0426828125,-0.14962222222222224,0.19230503472222224,0.1981496942999535,0.30545691675502223,0.5150500362725892
FRAT1,-0.027171874999999998,0.1727166666666667,-0.1998885416666667,0.19818292664521275,0.30546400375492083,0.5150399601895937
PASD1,0.12951796875000002,-0.07137592592592593,0.20089389467592594,0.19816927653698518,0.30546400375492083,0.5150399601895937
TM6SF2,0.037255468750000034,0.3788592592592593,-0.34160379050925926,0.19829494101982534,0.3056145753563515,0.5148259372498559
PPIG,0.11411328125,-0.1039962962962963,0.21810957754629628,0.19836117777922466,0.30569457728400445,0.5147122651552387
PQLC3,-0.07627265625000001,0.15254814814814815,-0.22882080439814817,0.19839611139080965,0.3057263298319194,0.514667157255925
WNT8A,0.13167656249999998,-0.06787592592592591,0.19955248842592588,0.1984256451478601,0.30574975727499604,0.514633879064111
HADHB,-0.03384218750000002,0.18799444444444444,-0.22183663194444447,0.198467337258897,0.3057919145243423,0.514574001997227
MARCH7,0.17156484374999997,-0.0660259259259259,0.23759076967592588,0.19848394755205653,0.3057954232396827,0.5145690188472603
KLHL26,-0.12028281250000002,0.16393888888888888,-0.2842217013888889,0.19855389945768748,0.30585902129456766,0.5144787054860391
TERB2,0.0005148437499999936,-0.13344074074074075,0.13395558449074074,0.19854536009322388,0.30585902129456766,0.5144787054860391
ANK3,0.04757499999999999,-0.1709685185185186,0.2185435185185186,0.19862351343098814,0.30594416713956624,0.5143578222622258
RPL32,-0.26427734375,-0.07795555555555556,-0.18632178819444445,0.19899857622126263,0.3064997562576262,0.5135698665159089
RPLP0,-0.01297109375000001,-0.19409999999999997,0.18112890624999994,0.19908630132771862,0.3065954817677471,0.5134342495396799
SDK2,0.315221875,0.09957777777777777,0.21564409722222222,0.19908946821703155,0.3065954817677471,0.5134342495396799
PAGE5,0.04738906250000002,-0.0922925925925926,0.13968165509259262,0.19910678167823015,0.30660001350451394,0.5134278303526947
PSG8-AS1,0.33248750000000005,0.002705555555555555,0.3297819444444445,0.19922787233796577,0.3067643372063005,0.5131951305599647
HTR1D,0.020871874999999988,0.2904555555555555,-0.26958368055555554,0.19930340149097656,0.3068584881871967,0.5130618589471831
RCL1,-0.07546796875000002,-0.19246666666666667,0.11699869791666666,0.19938572120503467,0.3069630799472806,0.5129138562471978
KRTAP10-10,0.013876562500000036,-0.1400222222222222,0.15389878472222224,0.19941968523581013,0.3069932162858799,0.512871221142226
LOC283299,0.3134234375,0.014462962962962947,0.29896047453703706,0.19949203967909762,0.30708244347428193,0.5127450123429826
LINC00226,0.035694531249999974,-0.0957037037037037,0.13139823495370367,0.19957720413540025,0.30719137509766714,0.5125909820001403
ECHDC2,0.15859453124999998,0.37924444444444444,-0.22064991319444446,0.19965673155742553,0.3072916150467229,0.5124492900157385
SHLD2P1,0.19171796875,-0.004746296296296308,0.1964642650462963,0.19977586639575184,0.3074527958993988,0.5122215532351735
VPS51,0.007582031249999982,0.22041296296296298,-0.212830931712963,0.19981484451086756,0.3074906021090132,0.5121681531066703
PHC2,-0.02501953124999997,0.22163703703703702,-0.246656568287037,0.1999586696923193,0.3076897380371895,0.5118869879518937
KCNA4,-0.0210109375,0.15630000000000002,-0.17731093750000002,0.2000578894666924,0.30782021287839917,0.5117028658127504
LRMP,-0.08328828124999998,1.5626796296296295,-1.6459679108796295,0.20009717950462538,0.30783626512339074,0.5116802187630638
CRIP1,-0.24772734375000002,-0.02842592592592594,-0.21930141782407409,0.20009015848065265,0.30783626512339074,0.5116802187630638
TSPYL4,0.21912656249999998,0.4351703703703703,-0.21604380787037034,0.20012699986830454,0.30785994247532467,0.5116468161103622
PTP4A3,0.7099085937499999,0.28383148148148146,0.42607711226851847,0.2001426876113969,0.3078618774469469,0.5116440864767161
EPS8L1,-0.06247265624999998,-0.27309999999999995,0.21062734374999997,0.2002258059570702,0.3079675272218364,0.5114950740575261
