Gene,Mean_CIN,Mean_GS,Delta_Z,p_value,q_value,neg_log10_q
PRNP,-0.05244296875,0.5040333333333333,-0.5564763020833333,0.0023405354186227124,0.0084535844178628,2.0729591061007135
C15orf40,0.40336171875000004,-0.16920925925925925,0.5725709780092593,0.0023463952977221254,0.008473314772664447,2.071946659816178
DDI1,-0.1374453125,0.4681111111111111,-0.6055564236111111,0.002348750831940228,0.008480385682762695,2.0715843958462754
LOC100126784,-0.040293749999999996,0.6334444444444445,-0.6737381944444445,0.0023511651111554096,0.008487666268443429,2.0712117050519168
PHAX,-0.46030781249999997,0.08952037037037039,-0.5498281828703704,0.002355896206646908,0.008501868330313224,2.0704856252994066
ZNF358,0.03414296874999999,0.557064814814815,-0.522921846064815,0.0023555867185206403,0.008501868330313224,2.0704856252994066
PAWR,0.09503437499999998,-0.38095185185185193,0.4759862268518519,0.0023609602709551963,0.008518702415157975,2.0696265527513504
PTGIS,-0.22121640625,0.3281981481481483,-0.5494145543981483,0.0023754488864243073,0.008564070481691959,2.0673197671501433
GPC1-AS1,0.37268203125,-0.12790370370370371,0.5005857349537037,0.002374363785053548,0.008564070481691959,2.0673197671501433
POM121L9P,-0.081459375,0.5865462962962963,-0.6680056712962963,0.002375541087914367,0.008564070481691959,2.0673197671501433
F8A3,0.47033671875000005,-0.02930000000000002,0.49963671875000004,0.0023752313890855617,0.008564070481691959,2.0673197671501433
FCMR,-0.22537109375,0.49508148148148146,-0.7204525752314814,0.002375058260289191,0.008564070481691959,2.0673197671501433
TMED10,-0.0366375,-0.5141166666666668,0.4774791666666668,0.002376789152389922,0.008565675095648477,2.0672384028373116
RAB6B,-0.014597656249999966,0.6076814814814815,-0.6222791377314815,0.0023767693614132708,0.008565675095648477,2.0672384028373116
TLR10,-0.209965625,0.4980185185185184,-0.7079841435185183,0.002377954597686553,0.008568427857058369,2.0670988555141867
RAC1,0.63306953125,-0.061585185185185215,0.6946547164351852,0.0023821505309663347,0.00858209753092988,2.06640655425173
CHMP1A,0.21249765624999997,-0.36795370370370367,0.5804513599537037,0.0023831353089749825,0.008584134120541724,2.0663035054693957
CSRP2,-0.034096875,0.6357703703703704,-0.6698672453703705,0.0023839228809097593,0.008584134120541724,2.0663035054693957
USP43,-0.23548593750000002,-0.6092092592592592,0.37372332175925915,0.002383893990577499,0.008584134120541724,2.0663035054693957
GPR171,-0.3263421875,0.06044074074074074,-0.38678292824074073,0.0023843737923405356,0.008584308953693102,2.066294660279116
SNHG32,0.5827546875,-0.13559074074074073,0.7183454282407408,0.0023869114978824707,0.008591995412067236,2.0659059635479666
IL9,0.06548281250000004,-0.2517055555555555,0.31718836805555556,0.002391095062984444,0.00860560276126402,2.0652187050316115
PDE8B,-0.09380937499999999,0.4817203703703703,-0.5755297453703703,0.002397666333134205,0.008627797473000213,2.06410005798196
FAM133B,1.389715625,-0.3446074074074075,1.7343230324074075,0.0024047098307099918,0.008651683682664026,2.0628993673402993
SNORD35A,0.167896875,-0.27402962962962957,0.44192650462962957,0.002406562598810303,0.008656889739608467,2.062638113935242
HPCA,0.20347265625,-0.27606296296296295,0.47953561921296295,0.002412935816588311,0.00867835226684282,2.0615627252092317
SLC25A26,-0.08520703125,0.49811851851851857,-0.5833255497685186,0.0024147630420784253,0.008681996882835052,2.0613803744254207
RETREG1,0.634871875,0.016127777777777772,0.6187440972222222,0.0024145329821570046,0.008681996882835052,2.0613803744254207
DAAM1,-0.14400234375,0.4376425925925926,-0.5816449363425926,0.0024167664283354286,0.008685060818603197,2.061227135985877
SNORD19B,0.01050312499999999,-0.39416111111111113,0.40466423611111113,0.0024167631296717093,0.008685060818603197,2.061227135985877
TDRP,-0.011471093750000005,0.5281277777777778,-0.5395988715277777,0.00241683646965302,0.008685060818603197,2.061227135985877
CCDC136,-0.16216328125,0.39951111111111115,-0.5616743923611112,0.0024188088599297257,0.008690684915224099,2.060945995337198
EIF1,1.3101640625000002,-0.19912407407407406,1.5092881365740742,0.0024196197721341574,0.008692134675615802,2.0608735533566125
CD36,-0.220559375,0.5059518518518519,-0.7265112268518519,0.0024220902160454077,0.00869954457227757,2.060503482430104
DCAF1,-0.04251953125000002,-0.5222481481481482,0.4797286168981482,0.0024233795709854423,0.008702710511189095,2.060345462701294
CCDC183,0.3483390625,-0.15007222222222225,0.4984112847222223,0.0024284332305707303,0.00871939127805899,2.0595138331646514
CAVIN3,0.018374218750000025,0.6210703703703703,-0.6026961516203703,0.0024291762591191948,0.008720591534293795,2.059454055048345
ACTRT1,0.03764921875000008,-0.20785555555555563,0.2455047743055557,0.002432248628145094,0.008728683680651906,2.0590512446486313
FCRL4,-0.25405234374999996,0.21627407407407406,-0.47032641782407403,0.0024320759173338115,0.008728683680651906,2.0590512446486313
SGTB,-0.2190921875,0.3142962962962963,-0.5333884837962963,0.002436779955188609,0.008743474662621757,2.0583159441482914
ADAM10,-0.2351375,-0.5912333333333333,0.3560958333333333,0.002438535726645061,0.008748303300482995,2.0580761685421822
UBALD2,0.25546250000000004,-0.3256759259259259,0.581138425925926,0.0024417323334027393,0.00875695447191165,2.057646908217291
GOLT1B,0.443425,-0.3526203703703704,0.7960453703703705,0.0024417680878088778,0.00875695447191165,2.057646908217291
DPY19L2P3,0.69464140625,0.10558518518518518,0.5890562210648148,0.0024435053307302434,0.008761711971618446,2.057411027714883
LNPEP,-0.30956328125,0.26485555555555557,-0.5744188368055556,0.002449020163385823,0.008780010953761812,2.05650494227666
UBR5,1.0757945312500001,0.3572166666666667,0.7185778645833334,0.002452439640653872,0.008789787354677512,2.05602163138894
ACTB,-0.16498281250000002,0.3948944444444443,-0.5598772569444443,0.002452571086121173,0.008789787354677512,2.05602163138894
NT5DC1,-0.025470312500000016,-0.43224074074074076,0.4067704282407407,0.0024548081902516,0.00879632729912964,2.0556986195157254
CCDC168,0.09463046874999995,-0.3577018518518518,0.4523323206018518,0.0024575151800656607,0.00880454850826211,2.055292909474983
RXRB,0.5098703125,-0.09485555555555557,0.6047258680555556,0.0024587292988419505,0.008807419340294326,2.0551513254644025
PURA,-0.08137890625,0.46360185185185193,-0.544980758101852,0.0024602894860890037,0.008811528652964395,2.0549487422170865
LINC02120,0.16383203125,-0.25836111111111115,0.42219314236111116,0.0024629516160139912,0.008819582532336103,2.0545519713527236
LRRC20,0.27281328124999993,-0.23003148148148148,0.5028447627314814,0.00246465658306123,0.008824206779595795,2.0543243235296487
LINC00701,0.12557890624999996,-0.21342777777777774,0.33900668402777767,0.0024656458530141943,0.008826267495647288,2.054222914626971
RPS23,-0.5504453125,-0.11657407407407411,-0.43387123842592584,0.002466767488262208,0.008828801268591546,2.05409825879806
NUDT11,-0.1139828125,0.48791481481481475,-0.6018976273148148,0.0024673991708163987,0.008829580897243856,2.05405991005029
TRIM38,-0.25021796875,0.27776111111111107,-0.527979079861111,0.0024687373342351894,0.008832887980195835,2.0538972773057975
RRAGC,0.24483828124999998,-0.32464814814814813,0.5694864293981481,0.00246955535702351,0.008834333256555431,2.0538262219269368
GABRQ,0.1983828125,-0.1490425925925926,0.34742540509259257,0.002470750024353824,0.00883712519188413,2.0536889924933037
SOBP,-0.02391171875,0.5218203703703703,-0.5457320891203703,0.002472370004536918,0.008841437151658589,2.0534771358573423
ZNF77,0.2851609375,-0.2658314814814815,0.5509924189814814,0.0024747211447261313,0.008848361927724487,2.0531371215729566
DNPEP,0.051962500000000016,-0.40352777777777776,0.4554902777777778,0.002476111475147124,0.00885184958482974,2.0529659744367645
MICALCL,0.16235703124999998,-0.1791629629629629,0.34151999421296286,0.0024772204174268258,0.008854330307555927,2.0528442808580576
ROR1,0.010818750000000012,0.5829425925925926,-0.5721238425925926,0.0024796973729273933,0.008861699070587259,2.0524830020140006
WDFY4,-0.2456875,0.480848148148148,-0.726535648148148,0.0024894963230841466,0.00889522760894327,2.0508429348151975
RPL37,0.6736898437500001,-0.09757777777777779,0.7712676215277778,0.002490378148080176,0.008896888444288438,2.0507618549002853
SERINC4,-0.3791265625,0.1725407407407407,-0.5516673032407406,0.0024924586264279134,0.008901339938875047,2.0505446131013967
PROM1,0.20975078125000002,-0.25105185185185186,0.4608026331018519,0.002492111704969602,0.008901339938875047,2.0505446131013967
CDAN1,0.078734375,-0.37407407407407406,0.452808449074074,0.0024994657399835664,0.008923377102166898,2.0494707533291874
SYNPR,0.09012578125000001,-0.2164296296296296,0.3065554108796296,0.0024994633672160782,0.008923377102166898,2.0494707533291874
AMBRA1,0.34619062500000003,-0.15871666666666662,0.5049072916666666,0.0025000525981265774,0.008923978949478087,2.0494414628319797
LINC00336,0.51216640625,0.023307407407407405,0.4888589988425926,0.0025061074514924294,0.008944095429506688,2.0484635757046257
SYTL3,-0.2641234375,0.21028518518518519,-0.4744086226851852,0.0025101635278743993,0.008954077723992695,2.0479791401340974
TICRR,0.37461015625000005,-0.4481814814814815,0.8227916377314816,0.002509859894624201,0.008954077723992695,2.0479791401340974
LHX3,0.23956328124999998,-0.19318703703703702,0.43275031828703703,0.002510110936692692,0.008954077723992695,2.0479791401340974
PIP4P2,0.035245312499999994,0.5856555555555556,-0.5504102430555556,0.0025134929562705788,0.008964455403215112,2.0474760889866426
LINC02731,-0.03026875,0.5671833333333334,-0.5974520833333333,0.0025203410147352843,0.00898737682590294,2.046367048675513
CXCL3,-0.21615703125000005,-0.4862907407407407,0.27013370949074067,0.0025227860814168598,0.008994592420960679,2.046018511399935
SKIDA1,0.024853124999999972,0.6217148148148148,-0.5968616898148149,0.002523692443546695,0.008995052716392732,2.045996287085369
NT5C,0.30820078125,-0.22359074074074073,0.5317915219907408,0.00252375840451497,0.008995052716392732,2.045996287085369
ZSCAN18,0.03361562499999998,0.6045870370370373,-0.5709714120370373,0.002524267530852157,0.008995364585056084,2.045981229864926
GOLGA5,0.05759375000000002,-0.3984092592592593,0.4560030092592593,0.0025254797631114657,0.008998181487305131,2.0458452516527497
SNTB2,-0.22549375,0.23707777777777775,-0.46257152777777777,0.0025292605368749713,0.009009460757148894,2.0453012020512356
STRAP,0.32460078125,-0.42585925925925927,0.7504600405092593,0.002529490036809087,0.009009460757148894,2.0453012020512356
SNRPA,-0.019560156249999995,-0.4471833333333333,0.4276231770833333,0.0025313924048461648,0.009014731590284247,2.0450471996785526
SEC63,0.6149773437499999,0.028829629629629636,0.5861477141203703,0.0025333249034276387,0.009020107946366599,2.0447882650932203
TESC,0.30806718750000006,-0.25682037037037037,0.5648875578703705,0.002541500762329786,0.009047708787636574,2.043461386194649
BORCS6,-0.292975,0.22008148148148146,-0.5130564814814814,0.002543635365672442,0.009053797218321913,2.0431692368067544
FAM117A,-0.06968437499999999,0.5516629629629629,-0.6213473379629629,0.0025511103779456176,0.009078889059794789,2.041967290765119
EGR1,-0.1625765625,0.5168629629629629,-0.6794395254629628,0.0025536894584668717,0.009086551800598851,2.0416008932446377
ARFGAP3,0.13762578125000002,-0.36972592592592596,0.5073517071759259,0.0025549634649493272,0.009089569038634967,2.0414567073808554
CLLU1,-0.17617578125,0.578274074074074,-0.754449855324074,0.002556674175721711,0.009094138636049133,2.0412384294565977
TRPV4,0.26950859375,-0.15162777777777775,0.4211363715277778,0.0025573952793181485,0.009095187245249657,2.041188355562388
MAGEL2,-0.14969765625000003,0.5559240740740741,-0.7056217303240742,0.0025578307095177753,0.009095219697926957,2.0411868059523415
MORC4,-0.01576406250000001,-0.4588629629629629,0.4430989004629629,0.0025627449192814366,0.009111175279598309,2.040425598381268
RAP2C,0.27621953125,-0.32561666666666667,0.6018361979166666,0.002563322666412671,0.00911171094433761,2.040400066065735
WASH5P,0.24579453124999995,-0.18911111111111115,0.43490564236111107,0.0025656242237761784,0.009118372949236177,2.040082648755804
CCT2,0.4783789062500001,-0.39012962962962966,0.8685085358796298,0.002566753760784182,0.00912086800238683,2.0399638293570126
SNTB1,1.39973359375,0.011827777777777795,1.3879058159722222,0.002567451827706029,0.009121829266296106,2.0399180607290854
KIT,0.05572656250000002,0.5890537037037037,-0.5333271412037037,0.0025739381778271554,0.009141829702670612,2.0389668731669355
ZNF71,0.08905078124999999,0.6093740740740742,-0.5203232928240742,0.0025737363847353058,0.009141829702670612,2.0389668731669355
PNOC,-0.29602500000000004,0.2813259259259259,-0.577350925925926,0.002574391395523642,0.009141917513897622,2.038962701600693
PLET1,-0.15017031249999999,0.3979148148148148,-0.5480851273148147,0.002577699874040523,0.009152142921060836,2.038477206498667
ARRDC1-AS1,0.5358585937499999,0.022474074074074084,0.5133845196759258,0.002583843892518265,0.009172430856385555,2.037515553358157
CHIC1,0.2029828125,0.8202740740740739,-0.617291261574074,0.0025859177135668246,0.009178265582922675,2.0372393796846118
TTYH1,0.20332343749999998,-0.163712962962963,0.367036400462963,0.0025888704194270253,0.009187217298482299,2.0368160114558433
HTR7,-0.14989921875,0.48793148148148147,-0.6378307002314815,0.0026086946097043026,0.009256028521210925,2.0335753158340255
MREG,-0.08737578125,-0.5276314814814815,0.44025570023148153,0.0026148684647191484,0.009276391535547561,2.032620929057424
KBTBD6,0.670296875,-0.003918518518518515,0.6742153935185186,0.0026180881863291337,0.009286269568633761,2.0321587134685855
GPR137C,0.29880546875,-0.14968148148148142,0.44848695023148144,0.002624204517243767,0.009306416784474032,2.0312175016475846
RNF25,0.29765234375,-0.1811648148148148,0.47881715856481477,0.0026248312130545464,0.009307092227109648,2.031185982495614
FYN,-0.00023515625000000012,0.5575833333333333,-0.5578184895833334,0.0026282279330629367,0.009317587728796569,2.03069650949949
CCDC14,0.13134609374999998,-0.28472777777777775,0.41607387152777775,0.0026346827543598282,0.00933891951557849,2.0297033674065554
GM2A,-0.42328359375,0.071387037037037,-0.494670630787037,0.002635156368805649,0.009339046699081149,2.0296974529410554
MMP19,-0.18143046875000002,0.4354722222222222,-0.6169026909722222,0.0026372477445121504,0.009343354471797863,2.0294971744076693
ZNF451,0.288525,-0.2463000000000001,0.5348250000000001,0.0026368913072484525,0.009343354471797863,2.0294971744076693
KRTAP10-4,0.7011015624999999,-0.09645000000000004,0.7975515624999999,0.002638479305461067,0.00934616569517049,2.0293665237760394
LTA,-0.34150625,0.30692222222222226,-0.6484284722222222,0.0026456849337794398,0.009370134140468849,2.0282541918178327
SLC18B1,-0.14611640625000002,-0.4780796296296295,0.33196322337962947,0.00265065717008546,0.00938618601224453,2.0275108433377915
TBK1,0.30513203125,-0.33248888888888883,0.6376209201388888,0.0026532455511125478,0.009389118234033208,2.0273751919804353
LTB,-0.228203125,0.4005574074074075,-0.6287605324074075,0.0026528792180866272,0.009389118234033208,2.0273751919804353
CSPG4,-0.12601015624999998,0.4963685185185185,-0.6223786747685185,0.0026520404850155356,0.009389118234033208,2.0273751919804353
ARMC10,0.8809203125,-0.1257037037037037,1.0066240162037037,0.0026523696900769334,0.009389118234033208,2.0273751919804353
ELMO3,-0.049620312499999986,-0.44730370370370376,0.3976833912037038,0.0026539552893533056,0.009390072321451538,2.027331062825862
DIRAS3,-0.076040625,0.3935537037037037,-0.46959432870370366,0.0026561292959685202,0.00939508724364811,2.027099182646049
ALMS1,0.19888203124999998,-0.24667407407407407,0.4455561053240741,0.0026566937586561543,0.00939508724364811,2.027099182646049
AP1M2,0.08187499999999999,-0.4662907407407406,0.5481657407407406,0.0026562919502078294,0.00939508724364811,2.027099182646049
DLX4,0.3471890625,-0.14881851851851854,0.4960075810185185,0.0026577682872239057,0.009397329533961224,2.026995543574401
CBS,0.30904687500000005,-0.13647962962962962,0.44552650462962967,0.0026613616122801234,0.009408475558905787,2.026480738951946
COL1A2,-0.18563828125,0.3982574074074075,-0.5838956886574075,0.0026663670073053805,0.00942327935305442,2.025797934033936
POPDC2,-0.15304140624999998,0.5418944444444445,-0.6949358506944444,0.002666432503135202,0.00942327935305442,2.025797934033936
LINC02026,0.1620390625,-0.1960777777777778,0.3581168402777778,0.0026671318791549555,0.009424189904235008,2.025755971121236
MIR-3690/3690,-0.2697765625,0.3468166666666668,-0.6165932291666667,0.002669318072034921,0.00943035288406442,2.025472055647138
IL2RB,-0.5014703125,-0.0726277777777778,-0.42884253472222217,0.002675913465807467,0.009452088376324885,2.0244722263995083
XPC,-0.3707359375,0.08207407407407406,-0.4528100115740741,0.002678454125067791,0.009459496566515695,2.024131976093143
ZNF236-DT,-0.17673203124999998,0.3731629629629629,-0.549894994212963,0.002680724303886117,0.009465947206787537,2.0238359219961453
RSPH14,0.33680156250000004,-0.09151481481481483,0.42831637731481487,0.002681741626757095,0.009467972465143576,2.023743013760867
PSMG1,-0.06292656250000002,-0.498024074074074,0.435097511574074,0.002683325773168856,0.009471997910416537,2.023558406429292
SLC25A12,-0.17315,0.3574111111111111,-0.5305611111111111,0.002686156254685779,0.009480420793005971,2.0231723858660713
LINC00710,-0.15353359374999997,0.5061666666666665,-0.6597002604166665,0.002693598380083647,0.00950288977198314,2.022144308270514
BRSK2,0.34813593750000005,-0.09921666666666668,0.4473526041666667,0.0026937777918343477,0.00950288977198314,2.022144308270514
DPYS,-0.2571890625,0.3990925925925925,-0.6562816550925925,0.002693858792639045,0.00950288977198314,2.022144308270514
ZSCAN4,0.043982031250000005,-0.2934592592592592,0.3374412905092592,0.0026967915764305344,0.009511662800982881,2.021743554338503
PKP3,0.09031406250000001,-0.4600740740740741,0.5503881365740741,0.0026986414694007387,0.009516614173498307,2.021517537677855
EIF5,-0.024508593749999988,-0.43008148148148145,0.4055728877314815,0.002700571833743346,0.009521847640541117,2.021278771969011
TMBIM1,0.06369453125000002,-0.3722425925925926,0.43593712384259264,0.00270602237599436,0.00953948899402506,2.0204748887150936
PIK3R3,-0.31258593749999997,0.1679018518518518,-0.48048778935185177,0.0027066237496844053,0.00954003266141034,2.020450138435737
GABRB3,0.17763671875000003,-0.27491481481481483,0.45255153356481487,0.0027090166862454726,0.009545313129817863,2.0202098201963032
HLA-DPB1,-0.43931328124999997,0.026957407407407413,-0.4662706886574074,0.002708576340091434,0.009545313129817863,2.0202098201963032
ST6GAL2,-0.21907421875,0.48079444444444447,-0.6998686631944444,0.0027126004177884626,0.009556362271056282,2.0197073949897075
MINPP1,-0.04889921875,-0.4718481481481482,0.4229489293981482,0.002713403706564209,0.009557438080418824,2.0196585069547135
PPCDC,0.41023437500000004,-0.19114444444444445,0.6013788194444445,0.002713801729138844,0.009557438080418824,2.0196585069547135
EMP3,-0.200140625,0.47185555555555553,-0.6719961805555555,0.002718476732131439,0.009572322343625062,2.018982685142122
PITX2,0.21712265625,-0.20760555555555557,0.42472821180555553,0.0027223764377817105,0.009584472161728183,2.0184317996936887
C3orf36,-0.11501171875,0.5053814814814815,-0.6203932002314816,0.0027237331837067238,0.009587666634941915,2.018287074880577
BOD1L2,0.25365000000000004,-0.15209814814814812,0.4057481481481482,0.0027378362090348368,0.00963572014512673,2.016115821914888
SGMS2,-0.42355234375,0.12774444444444444,-0.5512967881944444,0.0027427125099958234,0.009651290021567028,2.0154146336195136
DLEU7,0.37119375,-0.1534703703703704,0.5246641203703704,0.002751642963405672,0.009681118506639184,2.0140744636421113
CTSK,-0.2479296875,0.29742962962962977,-0.5453593171296298,0.0027523516476240938,0.00968201523529432,2.0140342383033665
NDUFAF8,0.16722890625000003,-0.31857592592592593,0.48580483217592596,0.002753715170451721,0.00968506390267753,2.013897509432359
TNRC6B,-0.09712031249999999,0.44626666666666664,-0.5433869791666667,0.0027541262103372194,0.00968506390267753,2.013897509432359
ARHGAP18,0.24219765625000006,-0.2920203703703705,0.5342180266203705,0.0027554547999686938,0.009688139116237983,2.0137596335953183
CBFB,-0.15068671875000003,-0.5805222222222223,0.4298355034722222,0.002756812782317307,0.009691316643720504,2.013617216524249
MS4A14,-0.262,0.24433703703703705,-0.506337037037037,0.0027581603291438606,0.009694456445186864,2.013476536195765
FAM83F,0.12062187500000003,-0.3133518518518519,0.4339737268518519,0.002759989616905806,0.009699288169442493,2.013260137427254
RIC3,-0.03189296875000001,0.5952018518518517,-0.6270948206018517,0.002768217673691365,0.009726601460508116,2.0120388786190255
RAB5A,0.039903125000000005,-0.4193833333333334,0.45928645833333337,0.002769790002444193,0.00972732011557973,2.012006791727864
FOXN2,-0.06948984375,-0.43369629629629636,0.36420645254629636,0.0027697245603310145,0.00972732011557973,2.012006791727864
SCARNA9,-0.18876874999999999,0.404787037037037,-0.5935557870370369,0.0027689529313219816,0.00972732011557973,2.012006791727864
COL5A1,-0.18906875,0.3845185185185185,-0.5735872685185185,0.0027738961115828797,0.009738892226752328,2.0114904401613787
TLR6,-0.22278828125,0.36565000000000003,-0.58843828125,0.002773998034308596,0.009738892226752328,2.0114904401613787
IMPA2,0.618115625,-0.05705555555555555,0.6751711805555555,0.0027825976409451623,0.009767476253630314,2.010217635944474
PEX11B,0.17834765625,-0.3121203703703703,0.4904680266203703,0.002783574249041594,0.00976929702307985,2.010136686023436
FAM238B,0.6009757812499998,-0.14928333333333335,0.7502591145833332,0.0027877227409214807,0.009782247479861807,2.0095613542136936
TMEM250,0.530734375,-0.03489444444444446,0.5656288194444444,0.00278846577928218,0.009783245749216463,2.009517037122631
ID4,-0.08882734375000004,0.44833888888888895,-0.537166232638889,0.0027891860961558215,0.009784163985775148,2.0094762769938033
VWDE,0.13252968750000002,-0.15200740740740742,0.2845370949074074,0.0027909283652695484,0.009788666229331878,2.009276479668034
QPCT,0.28810546875,-0.10933888888888889,0.39744435763888886,0.00279431327963932,0.009798927321023157,2.008821463497108
SLMAP,-0.18939296875000003,0.5122018518518519,-0.7015948206018519,0.0027950948330046238,0.009800057232892958,2.008771387995565
SMCO2,0.19927421874999995,-0.3228759259259259,0.5221501446759258,0.0027986166462381132,0.00981079299170065,2.008295887828913
MIR-3960/3960,-0.01915546875,0.5087018518518519,-0.5278573206018519,0.0028009411283514067,0.009817328564707946,2.0080066738672118
TPPP3,0.92976796875,0.12512962962962965,0.8046383391203704,0.0028015278997628617,0.009817772296557269,2.0079870447046217
NREP,-0.12472499999999997,0.36119814814814816,-0.48592314814814813,0.0028057678863712358,0.0098310162351339,2.0074015866949058
CADM1,0.37000468749999993,-0.11528333333333331,0.4852880208333332,0.00280748776632646,0.009835427174807065,2.0072067729451843
ARMC3,0.17234218750000002,-0.15727222222222229,0.32961440972222233,0.0028102370401292404,0.009843442333140263,2.0068529986364756
SNORD18A,0.02436015624999998,-0.36493333333333344,0.38929348958333343,0.0028130438014949627,0.009851656189247377,2.006490752914756
TMEM262,0.33883593749999996,-0.14276666666666665,0.4816026041666666,0.002817290800491515,0.009864910426470783,2.005906853794058
CDC73,0.20928984374999998,-0.2639611111111111,0.4732509548611111,0.0028209923052374764,0.009876250546806952,2.005407901150442
G2E3,-0.012177343750000014,-0.47623888888888893,0.4640615451388889,0.0028224959713283636,0.009879893609235543,2.005247732049083
TRIM35,-0.37795703125,0.17901296296296298,-0.556969994212963,0.0028292089340302834,0.009900143120803033,2.0043585270059125
PRND,-0.009894531250000019,0.7338259259259259,-0.7437204571759259,0.0028291251439909034,0.009900143120803033,2.0043585270059125
LRRC57,0.006482031249999992,-0.4573574074074074,0.4638394386574074,0.0028341120099522146,0.009915673947577976,2.003677762369706
EIF2S1,-0.2112890625,-0.6251833333333333,0.4138942708333333,0.002837260785469035,0.00992506293785569,2.0032667305621508
MIR-4510/4510,0.1912468749999999,-0.19681111111111113,0.38805798611111103,0.0028399805173511435,0.00993294825207978,2.0029218270768188
SOX18,-0.04208203125,0.5005851851851852,-0.5426672164351852,0.0028466800319598582,0.009954748153067298,2.0019697227904345
NUDT19,0.045955468750000006,-0.36845,0.41440546875,0.002849975795867259,0.009964640053233035,2.001538384441468
EFCC1,-0.057739843750000006,0.48241111111111107,-0.5401509548611111,0.0028522259626975886,0.009970873490767336,2.0012667939849007
NCBP2AS2,0.5189789062500001,-0.15365925925925925,0.6726381655092594,0.0028618542560686676,0.010001423243703692,1.9999381937094747
PDLIM2,-0.26785625,0.23874074074074067,-0.5065969907407407,0.0028619024561898775,0.010001423243703692,1.9999381937094747
MAN1B1-DT,0.48141093749999997,0.023681481481481477,0.4577294560185185,0.002863446789651286,0.010005181339209005,1.9997750355730848
RALB,0.06972421874999998,-0.3660111111111111,0.4357353298611111,0.002865565664221665,0.01001094538172085,1.9995249080673543
C20orf204,5.431541406250001,0.13206111111111107,5.29948029513889,0.0028685556103730855,0.010019750155093285,1.9991431075722783
GABRA3,0.78357421875,-0.3009092592592592,1.0844834780092591,0.0028735400138819767,0.0100355174654071,1.9984602288987878
TMEM184B,0.1680140625,-0.29495370370370366,0.46296776620370367,0.002875650277583708,0.010041243645212507,1.998212494879779
IFT80,0.32974843750000005,-0.15194814814814817,0.4816965856481482,0.0028764705978625484,0.010042464442054895,1.99815969732561
TSPAN3,-0.021076562499999986,-0.4203185185185185,0.3992419560185185,0.0028777928815904717,0.010045437030224593,1.998031164372551
LINC00888,0.531003125,0.06895185185185186,0.46205127314814814,0.002878918372060066,0.010047721817094962,1.9979323973900232
FERMT1,0.11493750000000003,-0.3020407407407408,0.4169782407407408,0.0028822545407934073,0.010057720089602118,1.9975004551371232
PHF5A,-0.1034359375,-0.5722648148148148,0.4688288773148148,0.002885299847252602,0.010065712308225633,1.9971554864896044
CD84,-0.41693828125000004,0.0868537037037037,-0.5037919849537037,0.0028854884685778287,0.010065712308225633,1.9971554864896044
H1FNT,-0.14727500000000004,0.4628148148148148,-0.6100898148148148,0.0028902988975771423,0.010080844691811072,1.9965030760628415
CCDC127,0.5150890625,-0.041140740740740735,0.5562298032407407,0.002891437393899656,0.0100831671786285,1.9964030321608597
PDE4C,-0.34395156250000003,0.1533537037037037,-0.49730526620370374,0.0028924005828342985,0.010084877665430586,1.9963293656267918
OSTM1,-0.09517265625,0.4251648148148149,-0.5203374710648149,0.0028979853006916214,0.010102698756577735,1.995562596660039
LLPH,1.2700757812499999,-0.1983333333333333,1.4684091145833331,0.0029019530032238336,0.010114877850642133,1.9950393574915357
CATSPER2P1,0.06849765624999998,-0.40421481481481486,0.47271247106481484,0.002903105910060702,0.010117243481075643,1.9949377981709548
LCN10,-0.13249296875,0.4820888888888889,-0.6145818576388888,0.0029036698214340356,0.0101175560412045,1.9949243813699546
SLAMF9,0.06244999999999999,-0.26131666666666664,0.32376666666666665,0.0029042450357710586,0.010117907876906522,1.9949092791410599
LINC02904,0.43849453125000004,-0.21911296296296298,0.657607494212963,0.0029098400995918572,0.010135745065272208,1.9941443213821022
MCMDC2,0.7080460937499999,-0.03501666666666666,0.7430627604166666,0.002920101673088458,0.01016982846806109,1.9926863721512753
CNTD2,0.4173695312500001,-0.09452777777777778,0.5118973090277779,0.002926277791451343,0.010189674666331711,1.9918396818299267
PAMR1,-0.04664531250000001,0.6443648148148148,-0.6910101273148148,0.0029273983323245705,0.010191212123523134,1.9917741587560243
EEF2KMT,0.24210468749999997,-0.2925,0.5346046874999999,0.002927674670966641,0.010191212123523134,1.9917741587560243
PMAIP1,-0.05635000000000001,-0.4143703703703704,0.3580203703703704,0.0029291341983917712,0.010194629383799093,1.9916285579679045
GCAT,-0.13528828125000003,-0.48116666666666663,0.3458783854166666,0.0029303203694583924,0.01019627734804377,1.9915583598360795
TMEM183B,0.31491406250000004,-0.1655962962962963,0.48051035879629633,0.0029305635199533345,0.01019627734804377,1.9915583598360795
ZNF74,0.18669765625,-0.3190685185185185,0.5057661747685185,0.002931457206927,0.010197723709406088,1.9914967587056513
RIN2,0.51944140625,-0.024764814814814812,0.5442062210648149,0.0029394929573715437,0.010224010799726423,1.9903787004357616
SLC7A11,-0.12486015624999999,-0.45618888888888887,0.33132873263888885,0.0029470494518890286,0.010248622666023216,1.9893344964363848
CD52,-0.2777125,0.35590000000000005,-0.6336125,0.0029482404008242128,0.01025053442766455,1.9892534913950402
SYTL5,0.51757734375,-0.06278703703703707,0.580364380787037,0.002948560102300321,0.01025053442766455,1.9892534913950402
