Signature,mean_CIN,mean_GS,diff_CIN_vs_GS,stat,pvalue
SBS2_13_APOBEC,0.21625918857990456,0.10668566243593446,0.1095735261439701,4.286259274024639,3.800995607507616e-05
SBS17_Gastric_5FU,0.137574423876676,0.08619224112987352,0.05138218274680249,2.0445620453795956,0.04318560106562527
SBS3_HRD,0.5315614544808088,0.5953365242283143,-0.06377506974750546,-1.585801555778552,0.11654485470606092
SBS5_Clock,0.07770312404201901,0.0961234157494508,-0.018420291707431785,-0.9470472050736038,0.3473096197506198
SBS1_Aging,0.029548867823808167,0.041588082281945854,-0.012039214458137687,-0.9331204578779504,0.3547013843110609
